,Unnamed: 0,pair_id,tm_score,identity_us_align,pro1,pro2,group
3295813,3295813,AF-Q06089-F1-model_v3.pdb@@AF-Q07688-F1-model_v3.pdb.txt,0.536305,0.084,Q06089,Q07688,pro_with_unknown_function
3296007,3296007,AF-P0C5R4-F1-model_v3.pdb@@AF-Q03322-F1-model_v3.pdb.txt,0.56211,0.065,P0C5R4,Q03322,pro_with_unknown_function
3296577,3296577,AF-P0C5N1-F1-model_v3.pdb@@AF-Q06201-F1-model_v3.pdb.txt,0.61441,0.019,P0C5N1,Q06201,pro_with_unknown_function
3296598,3296598,AF-Q3E765-F1-model_v3.pdb@@AF-P46671-F1-model_v3.pdb.txt,0.53715,0.029,Q3E765,P46671,pro_with_unknown_function
3297266,3297266,AF-Q3E737-F1-model_v3.pdb@@AF-P0C270-F1-model_v3.pdb.txt,0.609645,0.156,Q3E737,P0C270,pro_with_unknown_function
3297722,3297722,AF-Q3E802-F1-model_v3.pdb@@AF-Q99380-F1-model_v3.pdb.txt,0.67426,0.138,Q3E802,Q99380,pro_with_unknown_function
3298039,3298039,AF-Q8TGT4-F1-model_v3.pdb@@AF-P69851-F1-model_v3.pdb.txt,0.6132949999999999,0.059,Q8TGT4,P69851,pro_with_unknown_function
3298475,3298475,AF-P0C5Q3-F1-model_v3.pdb@@AF-P17536-F1-model_v3.pdb.txt,0.5298,0.062,P0C5Q3,P17536,pro_with_unknown_function
3298930,3298930,AF-P53194-F1-model_v3.pdb@@AF-Q9ZZW4-F1-model_v3.pdb.txt,0.52434,0.02,P53194,Q9ZZW4,pro_with_unknown_function
3299002,3299002,AF-Q8TGS5-F1-model_v3.pdb@@AF-P40209-F1-model_v3.pdb.txt,0.51087,0.029,Q8TGS5,P40209,pro_with_unknown_function
3299046,3299046,AF-P0C5N1-F1-model_v3.pdb@@AF-P25604-F1-model_v3.pdb.txt,0.5061599999999999,0.038,P0C5N1,P25604,pro_with_unknown_function
3299051,3299051,AF-P40524-F1-model_v3.pdb@@AF-P0CX87-F1-model_v3.pdb.txt,0.518605,0.0,P40524,P0CX87,pro_with_unknown_function
3299058,3299058,AF-P0C5M8-F1-model_v3.pdb@@AF-P35179-F1-model_v3.pdb.txt,0.63783,0.034,P0C5M8,P35179,pro_with_unknown_function
3299445,3299445,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q9ZZW2-F1-model_v3.pdb.txt,0.59772,0.029,Q8TGS5,Q9ZZW2,pro_with_unknown_function
3299651,3299651,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q06091-F1-model_v3.pdb.txt,0.571015,0.029,Q8TGS5,Q06091,pro_with_unknown_function
3299947,3299947,AF-P0C5P3-F1-model_v3.pdb@@AF-Q06213-F1-model_v3.pdb.txt,0.527285,0.1,P0C5P3,Q06213,pro_with_unknown_function
3300248,3300248,AF-P53139-F1-model_v3.pdb@@AF-Q99380-F1-model_v3.pdb.txt,0.544245,0.111,P53139,Q99380,pro_with_unknown_function
3300657,3300657,AF-Q3E767-F1-model_v3.pdb@@AF-Q03246-F1-model_v3.pdb.txt,0.544135,0.109,Q3E767,Q03246,pro_with_unknown_function
3300898,3300898,AF-P25608-F1-model_v3.pdb@@AF-P35497-F1-model_v3.pdb.txt,0.7325299999999999,0.161,P25608,P35497,pro_with_unknown_function
3301195,3301195,AF-P38357-F1-model_v3.pdb@@AF-P52553-F1-model_v3.pdb.txt,0.50808,0.047,P38357,P52553,pro_with_unknown_function
3301201,3301201,AF-P0C5R4-F1-model_v3.pdb@@AF-Q07451-F1-model_v3.pdb.txt,0.54845,0.109,P0C5R4,Q07451,pro_with_unknown_function
3301516,3301516,AF-Q3E767-F1-model_v3.pdb@@AF-P50085-F1-model_v3.pdb.txt,0.539115,0.065,Q3E767,P50085,pro_with_unknown_function
3301782,3301782,AF-Q3E778-F1-model_v3.pdb@@AF-P43586-F1-model_v3.pdb.txt,0.55217,0.059,Q3E778,P43586,pro_with_unknown_function
3301935,3301935,AF-P0C5R4-F1-model_v3.pdb@@AF-P53159-F1-model_v3.pdb.txt,0.50622,0.087,P0C5R4,P53159,pro_with_unknown_function
3301998,3301998,AF-P36153-F1-model_v3.pdb@@AF-P62651-F1-model_v3.pdb.txt,0.5110049999999999,0.1,P36153,P62651,pro_with_unknown_function
3302029,3302029,AF-P0C5P3-F1-model_v3.pdb@@AF-Q12248-F1-model_v3.pdb.txt,0.585905,0.034,P0C5P3,Q12248,pro_with_unknown_function
3302410,3302410,AF-P38311-F1-model_v3.pdb@@AF-P43682-F1-model_v3.pdb.txt,0.5263800000000001,0.153,P38311,P43682,pro_with_unknown_function
3302661,3302661,AF-Q8TGU8-F1-model_v3.pdb@@AF-P14724-F1-model_v3.pdb.txt,0.5049899999999999,0.0,Q8TGU8,P14724,pro_with_unknown_function
3303819,3303819,AF-Q3E762-F1-model_v3.pdb@@AF-P53146-F1-model_v3.pdb.txt,0.549475,0.015,Q3E762,P53146,pro_with_unknown_function
3303901,3303901,AF-P0C5S1-F1-model_v3.pdb@@AF-Q2V2Q1-F1-model_v3.pdb.txt,0.561925,0.0,P0C5S1,Q2V2Q1,pro_with_unknown_function
3304103,3304103,AF-P0C5Q3-F1-model_v3.pdb@@AF-P33328-F1-model_v3.pdb.txt,0.5894,0.102,P0C5Q3,P33328,pro_with_unknown_function
3304119,3304119,AF-P0C5R4-F1-model_v3.pdb@@AF-P53158-F1-model_v3.pdb.txt,0.554045,0.065,P0C5R4,P53158,pro_with_unknown_function
3304210,3304210,AF-Q8TGU8-F1-model_v3.pdb@@AF-P46998-F1-model_v3.pdb.txt,0.51015,0.062,Q8TGU8,P46998,pro_with_unknown_function
3304312,3304312,AF-P53270-F1-model_v3.pdb@@AF-Q03010-F1-model_v3.pdb.txt,0.582705,0.124,P53270,Q03010,pro_with_unknown_function
3305036,3305036,AF-Q3E7A6-F1-model_v3.pdb@@AF-Q3E772-F1-model_v3.pdb.txt,0.6163649999999999,0.111,Q3E7A6,Q3E772,pro_with_unknown_function
3305454,3305454,AF-Q3E814-F1-model_v3.pdb@@AF-P22804-F1-model_v3.pdb.txt,0.555485,0.017,Q3E814,P22804,pro_with_unknown_function
3305991,3305991,AF-P34245-F1-model_v3.pdb@@AF-P32903-F1-model_v3.pdb.txt,0.519655,0.154,P34245,P32903,pro_with_unknown_function
3306209,3306209,AF-Q8TGT0-F1-model_v3.pdb@@AF-P40573-F1-model_v3.pdb.txt,0.52869,0.096,Q8TGT0,P40573,pro_with_unknown_function
3306783,3306783,AF-Q8TGU8-F1-model_v3.pdb@@AF-Q06071-F1-model_v3.pdb.txt,0.52157,0.031,Q8TGU8,Q06071,pro_with_unknown_function
3307562,3307562,AF-Q07927-F1-model_v3.pdb@@AF-P69852-F1-model_v3.pdb.txt,0.61268,0.095,Q07927,P69852,pro_with_unknown_function
3309358,3309358,AF-Q3E809-F1-model_v3.pdb@@AF-Q3E787-F1-model_v3.pdb.txt,0.78455,0.02,Q3E809,Q3E787,pro_with_unknown_function
3309398,3309398,AF-Q3E778-F1-model_v3.pdb@@AF-P0CX37-F1-model_v3.pdb.txt,0.52764,0.118,Q3E778,P0CX37,pro_with_unknown_function
3309684,3309684,AF-P25351-F1-model_v3.pdb@@AF-Q07824-F1-model_v3.pdb.txt,0.5804199999999999,0.145,P25351,Q07824,pro_with_unknown_function
3309721,3309721,AF-Q8TGS5-F1-model_v3.pdb@@AF-P50945-F1-model_v3.pdb.txt,0.532085,0.029,Q8TGS5,P50945,pro_with_unknown_function
3309732,3309732,AF-Q3E767-F1-model_v3.pdb@@AF-Q12230-F1-model_v3.pdb.txt,0.50183,0.065,Q3E767,Q12230,pro_with_unknown_function
3309770,3309770,AF-P40097-F1-model_v3.pdb@@AF-P0CX86-F1-model_v3.pdb.txt,0.54007,0.04,P40097,P0CX86,pro_with_unknown_function
3309986,3309986,AF-P0C5L7-F1-model_v3.pdb@@AF-Q3E7Y6-F1-model_v3.pdb.txt,0.516305,0.057,P0C5L7,Q3E7Y6,pro_with_unknown_function
3310157,3310157,AF-P0C5R4-F1-model_v3.pdb@@AF-P47057-F1-model_v3.pdb.txt,0.516655,0.043,P0C5R4,P47057,pro_with_unknown_function
3310188,3310188,AF-Q3E782-F1-model_v3.pdb@@AF-Q02651-F1-model_v3.pdb.txt,0.5126149999999999,0.106,Q3E782,Q02651,pro_with_unknown_function
3310730,3310730,AF-P0C5N1-F1-model_v3.pdb@@AF-Q07732-F1-model_v3.pdb.txt,0.5185500000000001,0.113,P0C5N1,Q07732,pro_with_unknown_function
3311326,3311326,AF-Q8TGT2-F1-model_v3.pdb@@AF-P47128-F1-model_v3.pdb.txt,0.5091600000000001,0.044,Q8TGT2,P47128,pro_with_unknown_function
3311399,3311399,AF-Q3E744-F1-model_v3.pdb@@AF-P38192-F1-model_v3.pdb.txt,0.52347,0.051,Q3E744,P38192,pro_with_unknown_function
3311407,3311407,AF-P25351-F1-model_v3.pdb@@AF-P40885-F1-model_v3.pdb.txt,0.59334,0.12,P25351,P40885,pro_with_unknown_function
3311675,3311675,AF-Q3E778-F1-model_v3.pdb@@AF-P39926-F1-model_v3.pdb.txt,0.520455,0.088,Q3E778,P39926,pro_with_unknown_function
3311676,3311676,AF-Q3E7Z9-F1-model_v3.pdb@@AF-Q2V2Q1-F1-model_v3.pdb.txt,0.55583,0.065,Q3E7Z9,Q2V2Q1,pro_with_unknown_function
3311815,3311815,AF-P38235-F1-model_v3.pdb@@AF-P20484-F1-model_v3.pdb.txt,0.529175,0.089,P38235,P20484,pro_with_unknown_function
3311857,3311857,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q12063-F1-model_v3.pdb.txt,0.5195799999999999,0.086,Q8TGS5,Q12063,pro_with_unknown_function
3311929,3311929,AF-Q3E778-F1-model_v3.pdb@@AF-P36064-F1-model_v3.pdb.txt,0.528235,0.061,Q3E778,P36064,pro_with_unknown_function
3312123,3312123,AF-P0C5Q1-F1-model_v3.pdb@@AF-Q9ZZX8-F1-model_v3.pdb.txt,0.50505,0.103,P0C5Q1,Q9ZZX8,pro_with_unknown_function
3312252,3312252,AF-Q3E814-F1-model_v3.pdb@@AF-Q07829-F1-model_v3.pdb.txt,0.543355,0.106,Q3E814,Q07829,pro_with_unknown_function
3312306,3312306,AF-O13555-F1-model_v3.pdb@@AF-Q9ZZW4-F1-model_v3.pdb.txt,0.54985,0.038,O13555,Q9ZZW4,pro_with_unknown_function
3312327,3312327,AF-P53912-F1-model_v3.pdb@@AF-P00331-F1-model_v3.pdb.txt,0.75413,0.176,P53912,P00331,pro_with_unknown_function
3312414,3312414,AF-Q3E765-F1-model_v3.pdb@@AF-P69851-F1-model_v3.pdb.txt,0.740245,0.03,Q3E765,P69851,pro_with_unknown_function
3312743,3312743,AF-P0C5K9-F1-model_v3.pdb@@AF-Q12284-F1-model_v3.pdb.txt,0.51534,0.037,P0C5K9,Q12284,pro_with_unknown_function
3312854,3312854,AF-P0C5R4-F1-model_v3.pdb@@AF-P46984-F1-model_v3.pdb.txt,0.5052399999999999,0.079,P0C5R4,P46984,pro_with_unknown_function
3312859,3312859,AF-P47078-F1-model_v3.pdb@@AF-P32903-F1-model_v3.pdb.txt,0.50728,0.059,P47078,P32903,pro_with_unknown_function
3313057,3313057,AF-Q12251-F1-model_v3.pdb@@AF-Q03327-F1-model_v3.pdb.txt,0.58159,0.15,Q12251,Q03327,pro_with_unknown_function
3313084,3313084,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q12248-F1-model_v3.pdb.txt,0.657245,0.114,Q8TGS5,Q12248,pro_with_unknown_function
3313194,3313194,AF-P53116-F1-model_v3.pdb@@AF-Q2V2P1-F1-model_v3.pdb.txt,0.67318,0.073,P53116,Q2V2P1,pro_with_unknown_function
3313359,3313359,AF-Q3E767-F1-model_v3.pdb@@AF-P38902-F1-model_v3.pdb.txt,0.57715,0.068,Q3E767,P38902,pro_with_unknown_function
3313441,3313441,AF-Q3E750-F1-model_v3.pdb@@AF-Q03713-F1-model_v3.pdb.txt,0.559095,0.07,Q3E750,Q03713,pro_with_unknown_function
3313834,3313834,AF-Q8TGU8-F1-model_v3.pdb@@AF-P53900-F1-model_v3.pdb.txt,0.519455,0.031,Q8TGU8,P53900,pro_with_unknown_function
3313961,3313961,AF-Q12111-F1-model_v3.pdb@@AF-P41806-F1-model_v3.pdb.txt,0.5024,0.072,Q12111,P41806,pro_with_unknown_function
3314260,3314260,AF-Q3E7A0-F1-model_v3.pdb@@AF-Q04839-F1-model_v3.pdb.txt,0.524015,0.026,Q3E7A0,Q04839,pro_with_unknown_function
3315194,3315194,AF-Q08984-F1-model_v3.pdb@@AF-Q12226-F1-model_v3.pdb.txt,0.61948,0.099,Q08984,Q12226,pro_with_unknown_function
3315348,3315348,AF-P0C5K9-F1-model_v3.pdb@@AF-Q3E798-F1-model_v3.pdb.txt,0.52788,0.0,P0C5K9,Q3E798,pro_with_unknown_function
3315351,3315351,AF-Q3E767-F1-model_v3.pdb@@AF-P40956-F1-model_v3.pdb.txt,0.518505,0.043,Q3E767,P40956,pro_with_unknown_function
3315532,3315532,AF-P0C5S1-F1-model_v3.pdb@@AF-P42949-F1-model_v3.pdb.txt,0.5250049999999999,0.115,P0C5S1,P42949,pro_with_unknown_function
3315968,3315968,AF-P0C5N1-F1-model_v3.pdb@@AF-P37304-F1-model_v3.pdb.txt,0.507435,0.075,P0C5N1,P37304,pro_with_unknown_function
3316167,3316167,AF-Q3E767-F1-model_v3.pdb@@AF-P32468-F1-model_v3.pdb.txt,0.508275,0.043,Q3E767,P32468,pro_with_unknown_function
3316236,3316236,AF-P0C5L4-F1-model_v3.pdb@@AF-Q2V2P1-F1-model_v3.pdb.txt,0.8325,0.115,P0C5L4,Q2V2P1,pro_with_unknown_function
3316317,3316317,AF-Q3E820-F1-model_v3.pdb@@AF-P69851-F1-model_v3.pdb.txt,0.52527,0.079,Q3E820,P69851,pro_with_unknown_function
3316718,3316718,AF-Q3E7Z5-F1-model_v3.pdb@@AF-Q3E7B7-F1-model_v3.pdb.txt,0.541215,0.049,Q3E7Z5,Q3E7B7,pro_with_unknown_function
3316783,3316783,AF-P0C5R4-F1-model_v3.pdb@@AF-Q06104-F1-model_v3.pdb.txt,0.530725,0.087,P0C5R4,Q06104,pro_with_unknown_function
3317268,3317268,AF-P0C5K9-F1-model_v3.pdb@@AF-P38902-F1-model_v3.pdb.txt,0.55292,0.037,P0C5K9,P38902,pro_with_unknown_function
3317329,3317329,AF-Q3E7Z7-F1-model_v3.pdb@@AF-P40515-F1-model_v3.pdb.txt,0.50366,0.025,Q3E7Z7,P40515,pro_with_unknown_function
3317631,3317631,AF-Q8TGS2-F1-model_v3.pdb@@AF-Q2V2P1-F1-model_v3.pdb.txt,0.62879,0.07,Q8TGS2,Q2V2P1,pro_with_unknown_function
3317939,3317939,AF-P40579-F1-model_v3.pdb@@AF-P38342-F1-model_v3.pdb.txt,0.7167,0.175,P40579,P38342,pro_with_unknown_function
3318328,3318328,AF-Q03795-F1-model_v3.pdb@@AF-P33335-F1-model_v3.pdb.txt,0.63145,0.129,Q03795,P33335,pro_with_unknown_function
3318403,3318403,AF-Q3E767-F1-model_v3.pdb@@AF-P36119-F1-model_v3.pdb.txt,0.504085,0.043,Q3E767,P36119,pro_with_unknown_function
3318490,3318490,AF-Q3E7B4-F1-model_v3.pdb@@AF-P01097-F1-model_v3.pdb.txt,0.64246,0.06,Q3E7B4,P01097,pro_with_unknown_function
3318586,3318586,AF-Q3E7Z5-F1-model_v3.pdb@@AF-Q12247-F1-model_v3.pdb.txt,0.59732,0.118,Q3E7Z5,Q12247,pro_with_unknown_function
3319316,3319316,AF-P0C5L4-F1-model_v3.pdb@@AF-P17536-F1-model_v3.pdb.txt,0.57741,0.135,P0C5L4,P17536,pro_with_unknown_function
3319523,3319523,AF-P0C5P3-F1-model_v3.pdb@@AF-P32617-F1-model_v3.pdb.txt,0.504865,0.033,P0C5P3,P32617,pro_with_unknown_function
3319574,3319574,AF-P0C5S1-F1-model_v3.pdb@@AF-Q06405-F1-model_v3.pdb.txt,0.52228,0.038,P0C5S1,Q06405,pro_with_unknown_function
3319923,3319923,AF-Q3E7Z5-F1-model_v3.pdb@@AF-Q02771-F1-model_v3.pdb.txt,0.599225,0.054,Q3E7Z5,Q02771,pro_with_unknown_function
3320353,3320353,AF-Q8TGU5-F1-model_v3.pdb@@AF-Q3E828-F1-model_v3.pdb.txt,0.516745,0.129,Q8TGU5,Q3E828,pro_with_unknown_function
3320930,3320930,AF-P0C5S1-F1-model_v3.pdb@@AF-P47111-F1-model_v3.pdb.txt,0.5276,0.077,P0C5S1,P47111,pro_with_unknown_function
3321032,3321032,AF-Q3E778-F1-model_v3.pdb@@AF-P69852-F1-model_v3.pdb.txt,0.656595,0.059,Q3E778,P69852,pro_with_unknown_function
3321182,3321182,AF-Q3E6R4-F1-model_v3.pdb@@AF-Q9ZZX9-F1-model_v3.pdb.txt,0.5177799999999999,0.052,Q3E6R4,Q9ZZX9,pro_with_unknown_function
3321693,3321693,AF-Q3E804-F1-model_v3.pdb@@AF-P87262-F1-model_v3.pdb.txt,0.5553699999999999,0.104,Q3E804,P87262,pro_with_unknown_function
3322332,3322332,AF-Q8TGU8-F1-model_v3.pdb@@AF-P40532-F1-model_v3.pdb.txt,0.526905,0.156,Q8TGU8,P40532,pro_with_unknown_function
3322634,3322634,AF-Q3E778-F1-model_v3.pdb@@AF-Q12016-F1-model_v3.pdb.txt,0.508095,0.088,Q3E778,Q12016,pro_with_unknown_function
3322717,3322717,AF-P38716-F1-model_v3.pdb@@AF-P40970-F1-model_v3.pdb.txt,0.585645,0.125,P38716,P40970,pro_with_unknown_function
3322718,3322718,AF-P47062-F1-model_v3.pdb@@AF-P0CX87-F1-model_v3.pdb.txt,0.541725,0.2,P47062,P0CX87,pro_with_unknown_function
3323080,3323080,AF-P0C5P3-F1-model_v3.pdb@@AF-P46964-F1-model_v3.pdb.txt,0.535185,0.033,P0C5P3,P46964,pro_with_unknown_function
3323589,3323589,AF-P0C5M8-F1-model_v3.pdb@@AF-Q3E7B7-F1-model_v3.pdb.txt,0.63844,0.138,P0C5M8,Q3E7B7,pro_with_unknown_function
3323795,3323795,AF-P0C5P6-F1-model_v3.pdb@@AF-P38439-F1-model_v3.pdb.txt,0.50073,0.081,P0C5P6,P38439,pro_with_unknown_function
3324458,3324458,AF-P0C5P2-F1-model_v3.pdb@@AF-Q2V2P1-F1-model_v3.pdb.txt,0.562295,0.037,P0C5P2,Q2V2P1,pro_with_unknown_function
3324610,3324610,AF-Q03795-F1-model_v3.pdb@@AF-P43581-F1-model_v3.pdb.txt,0.6066549999999999,0.121,Q03795,P43581,pro_with_unknown_function
3324929,3324929,AF-Q3E767-F1-model_v3.pdb@@AF-Q04493-F1-model_v3.pdb.txt,0.588825,0.043,Q3E767,Q04493,pro_with_unknown_function
3325014,3325014,AF-Q8TGR9-F1-model_v3.pdb@@AF-Q6Q5X2-F1-model_v3.pdb.txt,0.53897,0.0,Q8TGR9,Q6Q5X2,pro_with_unknown_function
3325086,3325086,AF-P38430-F1-model_v3.pdb@@AF-Q08985-F1-model_v3.pdb.txt,0.51118,0.1,P38430,Q08985,pro_with_unknown_function
3325298,3325298,AF-Q3E7Z9-F1-model_v3.pdb@@AF-P11747-F1-model_v3.pdb.txt,0.50596,0.033,Q3E7Z9,P11747,pro_with_unknown_function
3325541,3325541,AF-Q3E762-F1-model_v3.pdb@@AF-Q08955-F1-model_v3.pdb.txt,0.67099,0.03,Q3E762,Q08955,pro_with_unknown_function
3325710,3325710,AF-P0C5P3-F1-model_v3.pdb@@AF-Q03713-F1-model_v3.pdb.txt,0.533935,0.036,P0C5P3,Q03713,pro_with_unknown_function
3326523,3326523,AF-P0C5P6-F1-model_v3.pdb@@AF-P46984-F1-model_v3.pdb.txt,0.546635,0.028,P0C5P6,P46984,pro_with_unknown_function
3326703,3326703,AF-Q8TGS5-F1-model_v3.pdb@@AF-P38784-F1-model_v3.pdb.txt,0.561295,0.114,Q8TGS5,P38784,pro_with_unknown_function
3327205,3327205,AF-Q07746-F1-model_v3.pdb@@AF-Q3E808-F1-model_v3.pdb.txt,0.560515,0.071,Q07746,Q3E808,pro_with_unknown_function
3327933,3327933,AF-Q8TGJ0-F1-model_v3.pdb@@AF-Q3E764-F1-model_v3.pdb.txt,0.50583,0.103,Q8TGJ0,Q3E764,pro_with_unknown_function
3328078,3328078,AF-P0C5S1-F1-model_v3.pdb@@AF-P40491-F1-model_v3.pdb.txt,0.50969,0.038,P0C5S1,P40491,pro_with_unknown_function
3328203,3328203,AF-Q04869-F1-model_v3.pdb@@AF-P38999-F1-model_v3.pdb.txt,0.531725,0.115,Q04869,P38999,pro_with_unknown_function
3328298,3328298,AF-P0C5Q3-F1-model_v3.pdb@@AF-P36527-F1-model_v3.pdb.txt,0.54413,0.043,P0C5Q3,P36527,pro_with_unknown_function
3328487,3328487,AF-P38081-F1-model_v3.pdb@@AF-Q04212-F1-model_v3.pdb.txt,0.512315,0.075,P38081,Q04212,pro_with_unknown_function
3329620,3329620,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q3E772-F1-model_v3.pdb.txt,0.65804,0.057,Q8TGS5,Q3E772,pro_with_unknown_function
3329823,3329823,AF-Q8TGS5-F1-model_v3.pdb@@AF-P0CX38-F1-model_v3.pdb.txt,0.52728,0.086,Q8TGS5,P0CX38,pro_with_unknown_function
3330320,3330320,AF-Q3E809-F1-model_v3.pdb@@AF-Q3E846-F1-model_v3.pdb.txt,0.529085,0.0,Q3E809,Q3E846,pro_with_unknown_function
3330557,3330557,AF-Q3E7A6-F1-model_v3.pdb@@AF-Q12016-F1-model_v3.pdb.txt,0.501085,0.083,Q3E7A6,Q12016,pro_with_unknown_function
3330631,3330631,AF-Q08504-F1-model_v3.pdb@@AF-Q3E7Y6-F1-model_v3.pdb.txt,0.507585,0.019,Q08504,Q3E7Y6,pro_with_unknown_function
3330934,3330934,AF-Q12244-F1-model_v3.pdb@@AF-Q12172-F1-model_v3.pdb.txt,0.55572,0.096,Q12244,Q12172,pro_with_unknown_function
3331014,3331014,AF-Q3E7B4-F1-model_v3.pdb@@AF-P43557-F1-model_v3.pdb.txt,0.6057400000000001,0.063,Q3E7B4,P43557,pro_with_unknown_function
3331260,3331260,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q03713-F1-model_v3.pdb.txt,0.57726,0.086,Q8TGS5,Q03713,pro_with_unknown_function
3331470,3331470,AF-Q08157-F1-model_v3.pdb@@AF-P43595-F1-model_v3.pdb.txt,0.58159,0.242,Q08157,P43595,pro_with_unknown_function
3331785,3331785,AF-P0C5K9-F1-model_v3.pdb@@AF-Q05027-F1-model_v3.pdb.txt,0.516115,0.037,P0C5K9,Q05027,pro_with_unknown_function
3332210,3332210,AF-P0C5P6-F1-model_v3.pdb@@AF-P0CX82-F1-model_v3.pdb.txt,0.54986,0.054,P0C5P6,P0CX82,pro_with_unknown_function
3332611,3332611,AF-P38318-F1-model_v3.pdb@@AF-Q12235-F1-model_v3.pdb.txt,0.5795049999999999,0.066,P38318,Q12235,pro_with_unknown_function
3332886,3332886,AF-Q3E767-F1-model_v3.pdb@@AF-Q06001-F1-model_v3.pdb.txt,0.50442,0.043,Q3E767,Q06001,pro_with_unknown_function
3333045,3333045,AF-P53962-F1-model_v3.pdb@@AF-P53873-F1-model_v3.pdb.txt,0.676885,0.09,P53962,P53873,pro_with_unknown_function
3333179,3333179,AF-P46996-F1-model_v3.pdb@@AF-Q08280-F1-model_v3.pdb.txt,0.650425,0.11,P46996,Q08280,pro_with_unknown_function
3333270,3333270,AF-P0C5P6-F1-model_v3.pdb@@AF-P16547-F1-model_v3.pdb.txt,0.516225,0.054,P0C5P6,P16547,pro_with_unknown_function
3333399,3333399,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q3E798-F1-model_v3.pdb.txt,0.521165,0.0,Q8TGS5,Q3E798,pro_with_unknown_function
3333720,3333720,AF-P0C5K9-F1-model_v3.pdb@@AF-P35723-F1-model_v3.pdb.txt,0.500825,0.037,P0C5K9,P35723,pro_with_unknown_function
3334066,3334066,AF-Q3E7B0-F1-model_v3.pdb@@AF-Q9ZZX9-F1-model_v3.pdb.txt,0.50978,0.147,Q3E7B0,Q9ZZX9,pro_with_unknown_function
3334719,3334719,AF-P0C5K9-F1-model_v3.pdb@@AF-Q12143-F1-model_v3.pdb.txt,0.5078199999999999,0.074,P0C5K9,Q12143,pro_with_unknown_function
3334768,3334768,AF-Q3E767-F1-model_v3.pdb@@AF-P43682-F1-model_v3.pdb.txt,0.624735,0.065,Q3E767,P43682,pro_with_unknown_function
3334872,3334872,AF-Q3E7B0-F1-model_v3.pdb@@AF-O74700-F1-model_v3.pdb.txt,0.569565,0.031,Q3E7B0,O74700,pro_with_unknown_function
3335613,3335613,AF-Q3E7A5-F1-model_v3.pdb@@AF-P81450-F1-model_v3.pdb.txt,0.501715,0.048,Q3E7A5,P81450,pro_with_unknown_function
3335740,3335740,AF-P40445-F1-model_v3.pdb@@AF-Q04991-F1-model_v3.pdb.txt,0.6246,0.097,P40445,Q04991,pro_with_unknown_function
3335823,3335823,AF-P0C5N1-F1-model_v3.pdb@@AF-Q12369-F1-model_v3.pdb.txt,0.502675,0.094,P0C5N1,Q12369,pro_with_unknown_function
3335862,3335862,AF-Q3E7Z6-F1-model_v3.pdb@@AF-P01094-F1-model_v3.pdb.txt,0.614115,0.037,Q3E7Z6,P01094,pro_with_unknown_function
3336015,3336015,AF-P53307-F1-model_v3.pdb@@AF-Q99380-F1-model_v3.pdb.txt,0.5102500000000001,0.033,P53307,Q99380,pro_with_unknown_function
3336655,3336655,AF-P0C5N1-F1-model_v3.pdb@@AF-P0CX82-F1-model_v3.pdb.txt,0.6019450000000001,0.094,P0C5N1,P0CX82,pro_with_unknown_function
3336702,3336702,AF-P53750-F1-model_v3.pdb@@AF-P38139-F1-model_v3.pdb.txt,0.719445,0.148,P53750,P38139,pro_with_unknown_function
3336798,3336798,AF-Q04869-F1-model_v3.pdb@@AF-P31116-F1-model_v3.pdb.txt,0.50969,0.103,Q04869,P31116,pro_with_unknown_function
3337024,3337024,AF-P0C5L4-F1-model_v3.pdb@@AF-P39982-F1-model_v3.pdb.txt,0.561965,0.116,P0C5L4,P39982,pro_with_unknown_function
3337355,3337355,AF-P0C5K9-F1-model_v3.pdb@@AF-P50106-F1-model_v3.pdb.txt,0.518395,0.111,P0C5K9,P50106,pro_with_unknown_function
3337390,3337390,AF-P0C5P6-F1-model_v3.pdb@@AF-P43682-F1-model_v3.pdb.txt,0.5967100000000001,0.135,P0C5P6,P43682,pro_with_unknown_function
3337456,3337456,AF-P0C5M8-F1-model_v3.pdb@@AF-Q07451-F1-model_v3.pdb.txt,0.52081,0.069,P0C5M8,Q07451,pro_with_unknown_function
3337545,3337545,AF-P40445-F1-model_v3.pdb@@AF-P47040-F1-model_v3.pdb.txt,0.61493,0.091,P40445,P47040,pro_with_unknown_function
3337898,3337898,AF-Q3E7B4-F1-model_v3.pdb@@AF-P32633-F1-model_v3.pdb.txt,0.5205649999999999,0.051,Q3E7B4,P32633,pro_with_unknown_function
3337938,3337938,AF-P0C5M0-F1-model_v3.pdb@@AF-P32803-F1-model_v3.pdb.txt,0.502075,0.022,P0C5M0,P32803,pro_with_unknown_function
3337990,3337990,AF-Q2V2P6-F1-model_v3.pdb@@AF-Q3E808-F1-model_v3.pdb.txt,0.57394,0.14,Q2V2P6,Q3E808,pro_with_unknown_function
3338302,3338302,AF-Q07746-F1-model_v3.pdb@@AF-P69851-F1-model_v3.pdb.txt,0.5746950000000001,0.169,Q07746,P69851,pro_with_unknown_function
