Protein               Total Volume (A3)      Void Volume       VDW Volume  Packing Density  Time Taken (ms)
AF-P0AA49-F1-model_v2          37847.706        11814.326        26033.380            0.688  123273
AF-P0AA89-F1-model_v2          57701.149        17006.027        40695.122            0.705  214564
AF-P0AB31-F1-model_v2           8448.954         1964.723         6484.231            0.767  32635
AF-P0AB65-F1-model_v2          10881.348         3034.239         7847.109            0.721  28527
AF-P0ABD8-F1-model_v2          16681.990         3938.614        12743.376            0.764  63154
AF-P0ACV2-F1-model_v2          38866.254        11728.813        27137.441            0.698  164440
AF-P0ADX1-F1-model_v2          15066.021         3983.620        11082.400            0.736  54007
AF-P0AEB2-F1-model_v2          47757.003        13766.859        33990.144            0.712  236357
AF-P0AG74-F1-model_v2          14700.919         4163.500        10537.419            0.717  57541
AF-P0C093-F1-model_v2          24832.886         7353.985        17478.900            0.704  92238
AF-P0CF10-F1-model_v2           9797.994         2299.925         7498.069            0.765  31368
AF-P0CF29-F1-model_v2          20984.423         6017.480        14966.943            0.713  64955
AF-P0CF42-F1-model_v2          13021.469         2695.735        10325.735            0.793  57559
AF-P0DPO4-F1-model_v2           3715.629          589.245         3126.384            0.841  13045
AF-P13857-F1-model_v2          22160.393         6371.069        15789.324            0.713  56831
AF-P16256-F1-model_v2          59437.165        19374.314        40062.851            0.674  215589
AF-P16456-F1-model_v2          40266.421        12254.092        28012.329            0.696  140538
AF-P16916-F1-model_v2         168414.209        49945.317       118468.892            0.703  659615
AF-P05824-F1-model_v2          65799.509        19050.017        46749.492            0.710  145748
AF-P0A9D2-F1-model_v2          24955.923         7419.614        17536.310            0.703  55989
AF-P0A9W0-F1-model_v2          29927.637         8852.861        21074.776            0.704  69154
AF-P0AA70-F1-model_v2          35081.630        10041.477        25040.153            0.714  142425
AF-P0AB77-F1-model_v2          47494.072        14614.110        32879.962            0.692  402751
AF-P0ABH0-F1-model_v2          49361.087        14754.269        34606.817            0.701  177772
AF-P0ABL3-F1-model_v2          15704.037         3321.623        12382.415            0.788  67394
AF-P0ACX3-F1-model_v2          11678.900         3013.608         8665.292            0.742  32055
AF-P0ADM0-F1-model_v2          13095.290         3178.249         9917.041            0.757  47922
AF-P0AE12-F1-model_v2          60104.736        18944.978        41159.757            0.685  222250
AF-P0AFH8-F1-model_v2          21071.203         5015.382        16055.821            0.762  162791
AF-P0AFM6-F1-model_v2          25259.998         5815.916        19444.082            0.770  147531
AF-P0AFP6-F1-model_v2          29543.584         9023.089        20520.495            0.695  72164
AF-P0CF70-F1-model_v2          10984.752         2160.795         8823.958            0.803  35506
AF-P0DM85-F1-model_v2          91909.157        27541.685        64367.473            0.700  431343
AF-P12282-F1-model_v2          28994.917         8636.773        20358.144            0.702  154227
AF-P06972-F1-model_v2          78484.254        23981.411        54502.843            0.694  158449
AF-P07623-F1-model_v2          39807.863        12535.646        27272.217            0.685  84223
AF-P0A780-F1-model_v2          17227.551         5201.136        12026.415            0.698  37211
AF-P0A7V0-F1-model_v2          29046.226         8596.009        20450.217            0.704  78457
AF-P0A9L5-F1-model_v2          10935.724         3064.052         7871.672            0.720  228667
AF-P0AAL0-F1-model_v2          19059.549         5440.012        13619.537            0.715  163927
AF-P0AAR5-F1-model_v2          15176.859         3638.134        11538.726            0.760  51268
AF-P0AAX6-F1-model_v2           8476.218         1692.646         6783.572            0.800  31544
AF-P0AB14-F1-model_v2           8743.555         2252.417         6491.138            0.742  25167
AF-P0AB93-F1-model_v2          52200.621        16882.777        35317.844            0.677  241611
AF-P0ABK9-F1-model_v2          56946.932        16050.116        40896.816            0.718  197232
AF-P0ABP8-F1-model_v2          28551.101         8724.988        19826.113            0.694  168706
AF-P0AC55-F1-model_v2          12859.497         3408.984         9450.513            0.735  46783
AF-P0ACS5-F1-model_v2          16112.404         3822.604        12289.800            0.763  59898
AF-P0AD14-F1-model_v2          68232.006        20559.494        47672.513            0.699  206244
AF-P0ADX9-F1-model_v2          23458.272         6934.130        16524.142            0.704  71963
AF-P0AEZ3-F1-model_v2          32717.164        10061.104        22656.059            0.692  123067
AF-P0AFF4-F1-model_v2          51578.324        15710.911        35867.413            0.695  206834
AF-P0AFR2-F1-model_v2          65820.274        19874.454        45945.820            0.698  244965
AF-P0AFW8-F1-model_v2           9611.708         2408.743         7202.965            0.749  42224
AF-P0DN74-F1-model_v2          10145.464         2839.391         7306.073            0.720  27343
AF-P11071-F1-model_v2          75628.601        23844.035        51784.566            0.685  266886
AF-P13009-F1-model_v2         152472.329        48756.283       103716.046            0.680  396087
AF-P16429-F1-model_v2          72846.419        23270.739        49575.681            0.681  156095
AF-P17993-F1-model_v2          28432.184         8141.099        20291.084            0.714  78466
AF-P19934-F1-model_v2          40388.691         7414.877        32973.814            0.816  275906
AF-P23843-F1-model_v2          68391.336        21925.486        46465.850            0.679  327178
AF-P27129-F1-model_v2          43148.283        13153.485        29994.799            0.695  138549
AF-P27298-F1-model_v2          85550.624        26664.856        58885.768            0.688  233138
AF-P28224-F1-model_v2          12849.296         3237.491         9611.805            0.748  34906
AF-P28304-F1-model_v2          38932.096        11991.981        26940.115            0.692  84551
AF-P31437-F1-model_v2          35792.031        10137.970        25654.061            0.717  76311
AF-P31979-F1-model_v2          54505.113        16886.186        37618.927            0.690  111391
AF-P37025-F1-model_v2          21404.849         6135.621        15269.227            0.713  51071
AF-P37047-F1-model_v2          46828.177        13468.928        33359.249            0.712  114863
AF-P37327-F1-model_v2          36921.516        10423.050        26498.467            0.718  82969
AF-P37686-F1-model_v2          44781.015        14054.911        30726.103            0.686  81284
AF-P39304-F1-model_v2          26088.300         8050.012        18038.288            0.691  48929
AF-P39360-F1-model_v2          31672.161         8783.015        22889.145            0.723  71970
AF-P45541-F1-model_v2          34808.905        11073.635        23735.270            0.682  61954
AF-P58033-F1-model_v2           7952.939         1968.999         5983.939            0.752  21668
AF-P60782-F1-model_v2          23896.295         6727.809        17168.486            0.718  51584
AF-P65367-F1-model_v2          17792.260         5393.823        12398.437            0.697  32434
AF-P65556-F1-model_v2          21520.700         6063.107        15457.592            0.718  44625
AF-P69428-F1-model_v2           8905.681         1478.209         7427.472            0.834  30811
AF-P76162-F1-model_v2          40240.603        10218.444        30022.158            0.746  100652
AF-P76264-F1-model_v2          20762.393         5188.911        15573.482            0.750  50768
AF-P76464-F1-model_v2         165259.904        49967.109       115292.795            0.698  326008
AF-P76613-F1-model_v2          18166.893         4418.941        13747.951            0.757  50064
AF-P77147-F1-model_v2          32152.809         9936.117        22216.692            0.691  62082
AF-P77173-F1-model_v2          34611.133         6760.995        27850.138            0.805  104624
AF-P77357-F1-model_v2          51469.960        16072.751        35397.209            0.688  85363
AF-P77804-F1-model_v2          56560.313        14811.009        41749.305            0.738  131296
AF-P06612-F1-model_v2         104949.223        30815.575        74133.648            0.706  236712
AF-P08202-F1-model_v2          62566.500        19777.835        42788.665            0.684  180861
AF-P0A832-F1-model_v2          19132.093         5136.669        13995.423            0.732  321422
AF-P0A8I5-F1-model_v2          29415.183         8590.301        20824.882            0.708  214536
AF-P0A8P8-F1-model_v2          37106.517        10899.623        26206.894            0.706  213390
AF-P0A8T5-F1-model_v2          10425.315         1950.956         8474.359            0.813  59288
AF-P0A8U0-F1-model_v2          22439.828         6629.654        15810.174            0.705  72920
AF-P0A905-F1-model_v2          15528.222         3639.925        11888.298            0.766  98381
AF-P0A944-F1-model_v2          17690.185         5013.581        12676.604            0.717  97238
AF-P0A9I8-F1-model_v2          13159.170         3780.988         9378.182            0.713  30526
AF-P0AAN5-F1-model_v2           7259.820         1728.876         5530.944            0.762  19870
AF-P0AAT9-F1-model_v2          20176.490         5893.145        14283.345            0.708  74699
AF-P0ABH9-F1-model_v2          91484.323        27101.616        64382.707            0.704  559689
AF-P0ADA3-F1-model_v2          38959.068         8365.557        30593.511            0.785  233090
AF-P0ADD2-F1-model_v2          17832.933         4633.857        13199.076            0.740  61315
AF-P0ADG7-F1-model_v2          56444.106        16767.552        39676.554            0.703  256391
AF-P0ADP5-F1-model_v2          36972.296        10889.286        26083.010            0.705  140446
AF-P0ADR6-F1-model_v2          46304.938        14313.369        31991.569            0.691  115093
AF-P0ADS6-F1-model_v2          27109.421         6750.216        20359.206            0.751  92478
AF-P0AEC5-F1-model_v2         108917.732        30609.191        78308.540            0.719  529120
AF-P0AEQ1-F1-model_v2          14532.110         4049.659        10482.451            0.721  43308
AF-P0AEV7-F1-model_v2          16151.067         4342.937        11808.129            0.731  43136
AF-P0AF36-F1-model_v2           8913.209         1584.819         7328.390            0.822  29486
AF-P0AFS9-F1-model_v2          50972.151        13525.487        37446.664            0.735  249085
AF-P0CE44-F1-model_v2          55570.945        17034.035        38536.910            0.693  132849
AF-P0DPP1-F1-model_v2           3616.587          530.368         3086.219            0.853  14490
AF-P16430-F1-model_v2          36895.525        11321.956        25573.569            0.693  123208
AF-P23882-F1-model_v2          37518.289        11382.408        26135.882            0.697  98844
AF-P24230-F1-model_v2          84405.129        25940.288        58464.841            0.693  340277
AF-P28721-F1-model_v2          27588.990         7527.605        20061.384            0.727  102623
AF-P30871-F1-model_v2          53690.235        16724.708        36965.527            0.688  128634
AF-P33013-F1-model_v2          47483.752        14436.595        33047.157            0.696  110557
AF-P33599-F1-model_v2          77885.581        25767.723        52117.857            0.669  144643
AF-P33941-F1-model_v2          67596.520        20184.569        47411.951            0.701  145753
AF-P36661-F1-model_v2          49476.996        12597.480        36879.516            0.745  134506
AF-P37016-F1-model_v2          21624.448         5530.061        16094.387            0.744  53917
AF-P37766-F1-model_v2          65025.213        20917.023        44108.190            0.678  113486
AF-P45758-F1-model_v2          73502.383        19431.753        54070.629            0.736  200230
AF-P50466-F1-model_v2          55396.488        13392.995        42003.493            0.758  136208
AF-P56976-F1-model_v2           4103.005          589.932         3513.073            0.856  14699
AF-P61175-F1-model_v2          12993.328         3613.422         9379.906            0.722  29953
AF-P62623-F1-model_v2          38560.851        12054.932        26505.919            0.687  73085
AF-P64570-F1-model_v2           7183.061          951.994         6231.067            0.867  25647
AF-P64592-F1-model_v2          14092.037         3658.244        10433.793            0.740  30814
AF-P71239-F1-model_v2          30982.952         9603.188        21379.763            0.690  55062
AF-P75733-F1-model_v2          56737.407        16603.034        40134.373            0.707  106638
AF-P75794-F1-model_v2          36545.519        11302.582        25242.937            0.691  65275
AF-P75957-F1-model_v2          27918.307         8513.433        19404.874            0.695  48426
AF-P76090-F1-model_v2          24413.764         6962.362        17451.403            0.715  45907
AF-P76118-F1-model_v2           7976.612         1555.576         6421.036            0.805  20964
AF-Q46795-F1-model_v2          17540.067         4968.977        12571.090            0.717  33188
AF-Q46868-F1-model_v2          10295.708         1658.223         8637.485            0.839  30075
AF-Q46890-F1-model_v2          25191.657         7493.191        17698.466            0.703  44664
AF-P08192-F1-model_v2          50249.207        15558.706        34690.501            0.690  101784
AF-P0A6I6-F1-model_v2          19246.195         5594.393        13651.803            0.709  46496
AF-P0A855-F1-model_v2          50332.450        15328.364        35004.087            0.695  104147
AF-P0A873-F1-model_v2          30077.686         8388.399        21689.287            0.721  75465
AF-P0A8P3-F1-model_v2          11211.255         2856.598         8354.657            0.745  32168
AF-P0A9A6-F1-model_v2          43139.140        12338.210        30800.930            0.714  522815
AF-P0A9T8-F1-model_v2          26885.318         8173.872        18711.445            0.696  85825
AF-P0AAQ6-F1-model_v2          13768.405         3601.177        10167.228            0.738  38754
AF-P0AAX8-F1-model_v2          36072.260        10587.121        25485.139            0.707  92382
AF-P0ABI4-F1-model_v2          39085.709        11066.762        28018.947            0.717  126378
AF-P0ACW2-F1-model_v2           8285.447         1726.389         6559.058            0.792  32641
AF-P0ACY3-F1-model_v2          81385.011        24538.815        56846.196            0.698  343364
AF-P0ADW3-F1-model_v2          13733.039         2319.623        11413.416            0.831  59755
AF-P0AGA2-F1-model_v2          51820.462        14241.422        37579.040            0.725  247767
AF-P0CD93-F1-model_v2           2223.344          346.289         1877.055            0.844  12562
AF-P0CF79-F1-model_v2          35543.985        10010.090        25533.896            0.718  120788
AF-P16433-F1-model_v2          29086.523         7704.167        21382.356            0.735  81358
AF-P0A6N8-F1-model_v2          22856.341         6401.961        16454.380            0.720  57152
AF-P0A890-F1-model_v2           9659.809         2735.061         6924.748            0.717  25820
AF-P0A9E9-F1-model_v2          27684.568         8274.821        19409.746            0.701  64311
AF-P0AAP3-F1-model_v2          10101.281         2253.161         7848.121            0.777  34218
AF-P0AB06-F1-model_v2          21377.689         5768.405        15609.284            0.730  57535
AF-P0AB61-F1-model_v2           9616.060         2439.605         7176.454            0.746  27001
AF-P0ABC3-F1-model_v2          38374.659         9619.553        28755.106            0.749  190343
AF-P08179-F1-model_v2          25264.165         7527.305        17736.859            0.702  55502
AF-P0A725-F1-model_v2          37970.335        12032.227        25938.109            0.683  73880
AF-P0A840-F1-model_v2          28790.806         8319.947        20470.859            0.711  68658
AF-P0A9A9-F1-model_v2          17376.736         4612.495        12764.241            0.735  48094
AF-P0AAE8-F1-model_v2          52159.524        16238.760        35920.764            0.689  99052
AF-P0AC05-F1-model_v2          27835.027         6912.437        20922.590            0.752  597927
AF-P0AD47-F1-model_v2          15890.591         4065.021        11825.570            0.744  58204
AF-P0ADB7-F1-model_v2           4344.500          660.348         3684.151            0.848  16196
AF-P0ADE8-F1-model_v2          40414.742        12888.724        27526.018            0.681  133948
AF-P0AF03-F1-model_v2          23142.538         6926.033        16216.505            0.701  93160
