,chemostat_0.5_mean,chemostat_0.35_mean,chemostat_0.2_mean,chemostat_0.12_mean,chemostat_0.5_uncertainty,chemostat_0.35_uncertainty,chemostat_0.2_uncertainty,chemostat_0.12_uncertainty
P69801,1.279995498583272e-06,8.896762811764604e-07,7.07770907587132e-07,6.454014548814909e-07,9.855965339091195e-08,3.195717201985846e-07,2.5161255764722536e-07,8.738735699095387e-08
P69853,1.0232522154372091e-07,1.0024521478044624e-07,9.870274561589255e-08,4.478295809381773e-08,5.5357944855153004e-09,8.591014906684242e-09,3.7901854316502745e-08,2.789978289244845e-09
P0AA53,7.069742579384352e-08,7.100702713614943e-08,1.0111012965530458e-07,1.132745410608331e-07,4.468077310170912e-09,1.432211737336134e-08,1.1233335404704338e-08,6.388684115830986e-09
P77330,3.2148724150463576e-06,2.5207494633333047e-06,1.9547958400025547e-06,2.033673155789841e-06,3.2116575426313117e-07,1.0007375369433217e-07,5.776421707207551e-07,2.4587108453499176e-07
P0A6R3,2.961850049047339e-06,1.996550527710554e-06,1.3409129099524918e-06,8.587790787402696e-07,3.4238986566987243e-07,2.2081848836478732e-07,8.943889109383119e-08,8.330157063780612e-08
P0A8R4,3.2185933321934025e-07,3.0491252829052405e-07,2.1907194758649327e-07,2.1074333220620115e-07,8.136603943784922e-08,3.8053083530657387e-08,2.911466183424495e-08,1.9451609562632363e-08
P0A8B2,1.0976705583780968e-07,9.606833083126097e-08,1.0351751369471658e-07,8.693162453505795e-08,3.0734775634586708e-09,6.542253329608872e-09,1.6107325130897902e-08,3.494651306309329e-09
Q46822,5.2092840058621546e-08,6.056481726318628e-08,1.059248977341286e-07,1.2381170767114316e-07,1.8024122660283053e-08,2.4904252858622188e-08,4.9911811812321385e-08,2.780810954293875e-08
P64423,3.906963004396616e-08,3.759195554266735e-08,4.3332912709416246e-08,3.9514374788662715e-08,3.8718003373570455e-09,3.368239216622994e-09,9.619906621490407e-09,1.7702439905320898e-09
P0ADX9,6.139513292623252e-08,5.429949133940838e-08,4.3332912709416246e-08,4.741724974639525e-08,7.993646306995475e-09,7.368440974757717e-09,4.705954320242604e-09,3.3808499069179806e-09
P19934,5.023238148509934e-08,6.056481726318628e-08,3.611076059118021e-08,4.741724974639525e-08,2.0524951074811595e-08,3.3849676368394803e-08,1.6217342581499026e-08,2.1133868211968367e-08
P76112,7.069742579384352e-08,5.429949133940838e-08,6.740675310353638e-08,7.112587461959288e-08,1.0307684680742387e-08,1.6930581399627534e-08,1.940640421850812e-08,8.968972789530662e-09
P36672,5.2092840058621546e-08,8.980300490748308e-08,1.9259072315296108e-07,2.3181766542682125e-07,1.2846094358456075e-08,1.3470450736122464e-09,2.1916824294806972e-08,3.129538483262087e-09
P0AAQ2,2.5488282457254116e-07,2.7567434064622716e-07,2.2147933162590523e-07,1.6069179080722835e-07,9.965918440786358e-08,1.6182083795933533e-08,3.731926737896503e-08,1.1859054161573453e-08
P76539,1.1906934870542068e-07,1.3783717032311358e-07,1.612947306406049e-07,1.5015462419691827e-07,2.4849773074821293e-08,2.3211779482412328e-08,1.0968041683561131e-08,1.9790379469153833e-08
P21361,8.74415529555433e-08,1.461909382214841e-07,1.5888734660119288e-07,1.5805749915465086e-07,2.968640722840696e-08,3.058314427593448e-08,2.2720890563970587e-08,1.8998511398389033e-08
P76046,4.2790547191010556e-08,3.3415071593482076e-08,3.1295992512356176e-08,4.478295809381773e-08,1.1579122069887457e-08,1.0037887506682015e-08,7.138615892068443e-09,7.3309702399579645e-09
P37327,5.767421577918813e-08,9.189144688207573e-08,1.0351751369471658e-07,1.3434887428145322e-07,6.3153266278211e-09,1.5713437416834952e-08,1.5765717335705335e-08,1.6215909125771404e-08
P76330,2.7906878602832972e-08,3.759195554266735e-08,3.851814463059222e-08,4.478295809381773e-08,2.2409223518074873e-09,1.1506897591610472e-08,4.298624940774092e-09,6.421876190653463e-09
P0A752,3.720917147044396e-08,3.5503513568074715e-08,3.370337655176819e-08,3.4245791483507685e-08,4.472542410747363e-09,9.56464655523933e-09,1.7225795755608723e-08,3.4280037274991187e-09
P37340,3.162779574987736e-08,2.08844197459263e-08,2.4073840394120135e-08,2.6342916525775144e-08,6.496349247024811e-09,5.91655611402092e-09,3.3655228870979953e-09,1.3513916177722647e-09
P0A9W6,3.57208046116262e-07,2.2764017523059666e-07,4.1647743881827835e-07,3.371893315299218e-07,5.258102438831377e-08,8.748211934111831e-08,2.0290780819226523e-07,1.0132539412474149e-07
P0AEI6,2.7906878602832972e-08,1.8795977771333677e-08,2.1666456354708123e-08,1.84400415680426e-08,1.0746938949950976e-08,3.864453029786202e-09,8.822581027637148e-09,4.978811223371502e-10
P0A6I6,7.627880151441012e-08,5.6387933314001007e-08,6.259198502471235e-08,8.693162453505795e-08,7.47532254841219e-09,1.0567098703043788e-08,1.38829022784812e-08,5.902657305930436e-09
P27838,1.9162723307278639e-07,1.545447061198546e-07,1.059248977341286e-07,1.317145826288757e-07,1.195753934374187e-08,3.498892146553509e-08,1.5793402252158575e-08,1.329000138725356e-08
P37671,1.59999437322909e-07,1.0651054070422412e-07,1.0833228177354062e-07,1.0273737445052307e-07,2.247992094386872e-08,2.082281070767582e-08,1.644484037322346e-08,8.968972789530662e-09
P0AA57,8.372063580849892e-08,7.100702713614943e-08,5.29624488670643e-08,5.53201247041278e-08,1.9540396397703643e-08,4.14397010366568e-08,6.477307496441966e-09,2.6127694897759556e-08
P05041,2.6046420029310773e-08,2.2972861720518934e-08,1.6851688275884094e-08,1.5805749915465082e-08,9.246479110405323e-10,2.313367175256256e-09,6.2014212855253475e-09,1.1427557188881256e-09
P18390,2.660455760136743e-07,2.7567434064622716e-07,2.744417804929695e-07,2.9240637343610405e-07,1.9634163509809164e-08,6.158564770036714e-08,4.528289378133999e-08,5.5557210952859775e-08
P0AC23,9.674384582315431e-08,1.3783717032311358e-07,1.6370211468001693e-07,1.738632490701159e-07,1.682375478864653e-08,2.3390967803832375e-08,4.686791543288884e-08,9.562478698856377e-09
P37615,9.302292867610989e-08,1.0024521478044624e-07,1.420356583253088e-07,1.7122895741753841e-07,3.94417217586706e-09,4.27044614964701e-09,3.749741379788153e-09,1.898929137760501e-08
P77712,1.4697622730825364e-07,2.3181705917978194e-07,2.9851562088708966e-07,3.029435400464141e-07,2.733757827933518e-08,5.934516715002417e-09,6.349427256268397e-08,3.417203131723551e-08
Q47622,3.906963004396616e-08,3.3415071593482076e-08,3.611076059118021e-08,4.478295809381773e-08,9.17745609732765e-09,6.983749963037754e-10,3.2499684532062174e-09,7.52353695976138e-09
P0ACW6,1.3023210014655387e-08,3.132662961888945e-08,8.185105734000847e-08,2.3708624873197626e-08,5.99588589074734e-09,2.477309870261777e-08,1.8441043218703907e-08,2.549625518863673e-08
P27247,7.255788436736573e-08,8.980300490748308e-08,1.0111012965530458e-07,1.1854312436598813e-07,8.242575664132747e-09,1.0309384963379057e-08,2.1364570396165854e-08,1.6655308973421335e-08
P0AEP9,3.348825432339957e-08,3.3415071593482076e-08,3.1295992512356176e-08,4.214866644124022e-08,3.1177564775084996e-09,2.6665227131598708e-09,9.376279356701911e-09,4.61106410867168e-09
P14176,1.4883668588177585e-08,1.253065184755578e-08,9.629536157648055e-09,1.3171458262887572e-08,6.2198851029994125e-09,8.548410690402556e-09,2.877305403905239e-09,2.8779636304409345e-09
P77279,8.93020115290655e-08,7.100702713614943e-08,6.740675310353638e-08,7.112587461959288e-08,1.252907221752789e-08,8.641555202469385e-09,7.421483516699354e-09,1.1493941338526211e-08
P52094,1.87906315925742e-07,2.443477110273377e-07,3.057377730053257e-07,3.319207482247668e-07,1.5690177379799456e-08,1.9523382111084283e-08,7.313247530287393e-08,4.932342318620033e-08
P28632,2.4185961455788578e-08,1.253065184755578e-08,1.2036920197060068e-08,1.0537166610310056e-08,9.432524967757544e-09,9.261404780528475e-09,1.4165047687900288e-08,1.1462329838695279e-08
P0ACK5,8.372063580849892e-08,7.309546911074205e-08,1.0111012965530458e-07,9.48344994927905e-08,9.535780418588024e-09,2.9018901236964595e-09,1.390264282760438e-08,1.6321017362709245e-08
P0AA99,7.255788436736573e-08,5.429949133940838e-08,4.574029674882825e-08,1.5805749915465082e-08,5.26770240507075e-09,1.8624725529417077e-09,1.47283755531227e-09,2.4040545621422396e-09
P29013,1.4883668588177585e-08,1.8795977771333677e-08,3.1295992512356176e-08,4.478295809381773e-08,5.055982219403924e-09,2.6333164857638472e-09,1.1335408487975406e-08,2.2794525669753228e-09
P13001,5.023238148509934e-08,5.012260739022312e-08,3.851814463059222e-08,3.68800831360852e-08,3.224918891343378e-09,8.009592660957654e-09,8.335326498060155e-09,6.793311313666893e-09
P0A8Y8,3.348825432339957e-08,2.08844197459263e-08,1.925907231529611e-08,2.107433322062011e-08,1.370004484370276e-08,6.457462585440413e-09,1.3306093062638082e-08,9.913366346979702e-09
P77554,1.3023210014655387e-08,2.08844197459263e-08,1.925907231529611e-08,1.84400415680426e-08,7.055975185940287e-09,3.905386492488219e-09,2.698196031372985e-09,5.935849380752913e-09
P77721,4.2790547191010556e-08,6.056481726318628e-08,6.499936906412436e-08,8.166304122990292e-08,7.890576902022346e-09,1.4141884830953995e-08,1.3877365295190553e-08,1.3784721359607614e-08
P37344,2.7906878602832972e-08,3.132662961888945e-08,3.1295992512356176e-08,3.1611499830930164e-08,5.2799814316559976e-09,6.121223427530999e-09,1.7118907904258826e-09,2.9778032840736217e-09
P23837,3.348825432339957e-08,4.594572344103787e-08,5.055506482765229e-08,6.058870800928282e-08,3.499522576795255e-09,4.148898826725718e-09,6.4963258303533185e-09,5.5196312996456655e-09
P0C0K3,3.534871289692176e-08,2.2972861720518934e-08,2.1666456354708123e-08,1.5805749915465082e-08,7.16518410420604e-09,6.09240292828162e-09,1.0854894633708768e-09,5.569946270209896e-09
P37649,1.860458573522198e-08,1.8795977771333677e-08,1.925907231529611e-08,2.8977208178352656e-08,5.8623049651684446e-09,3.546801005450664e-09,2.567234339628971e-09,8.2990724222802e-09
P19636,6.697650864679914e-08,6.891858516155679e-08,9.870274561589255e-08,1.0537166610310058e-07,3.2416630185050782e-09,1.5437763076188722e-09,1.2199659358124321e-08,1.8050166403461125e-08
P64612,8.186017723497672e-08,6.474170121237153e-08,6.981413714294839e-08,5.268583305155029e-08,1.4571111547825855e-08,3.6579061184989914e-09,1.4723801523447819e-08,5.5794297201591736e-09
P37659,1.7116218876404222e-07,2.0257887153548514e-07,1.6370211468001693e-07,1.6069179080722835e-07,1.2905629032808781e-08,1.2863758342503304e-08,1.296520748265734e-08,7.841759391392743e-09
P64448,1.3209255872007608e-07,1.3157184439933567e-07,1.2036920197060068e-07,1.3698316593403074e-07,2.1266901953932243e-08,9.117928816873965e-09,8.90732094582445e-09,2.301317187691716e-08
P75713,1.2092980727894288e-07,1.5245626414526202e-07,1.949981071923731e-07,2.8977208178352656e-07,2.782594865488476e-08,3.857143482875129e-08,6.195089865501694e-08,1.1764746520411176e-08
P0A6E9,9.30229286761099e-09,1.044220987296315e-08,9.629536157648055e-09,1.3171458262887572e-08,2.416735687005336e-09,9.22047131782646e-10,5.2635044637704264e-09,4.105543540542056e-09
P05804,1.8604585735221982e-09,8.353767898370519e-09,1.6851688275884094e-08,3.1611499830930164e-08,1.534692277298461e-09,9.47317279675217e-10,7.256336971595693e-09,4.602634375383433e-09
P0A915,2.4185961455788576e-07,5.910290788097142e-07,7.438816681783122e-07,9.430764116227501e-07,6.822859726677958e-08,8.386702628309846e-08,9.551440619409527e-08,9.779702388527916e-08
P0AE63,1.3209255872007608e-07,1.1277586662800201e-07,1.2759135408883674e-07,1.738632490701159e-07,1.7423008495178028e-08,2.23183440056816e-08,3.993609382980589e-08,3.240810962666961e-08
P0A7Y4,1.860458573522198e-08,1.253065184755578e-08,1.6851688275884094e-08,1.0537166610310056e-08,4.009288225940337e-09,2.2542642673752846e-09,5.483539364972683e-09,3.922987129018433e-09
P30847,2.4185961455788578e-08,2.714974566970419e-08,2.4073840394120135e-08,2.8977208178352656e-08,3.2868721618416667e-09,4.210925553371119e-09,7.229374270354278e-09,6.125781808903751e-09
P69488,1.59999437322909e-07,1.8587133573874405e-07,3.1536730916297383e-07,2.976749567412591e-07,3.431987930576398e-08,1.7843648230919433e-08,8.319389615719248e-08,6.227360095027138e-08
P75782,4.8371922911577155e-08,2.9238187644296823e-08,3.851814463059222e-08,3.68800831360852e-08,1.253316522638964e-08,1.7171587603495524e-08,2.6015154883501985e-08,8.641003478784762e-09
P76491,7.441834294088792e-08,6.474170121237153e-08,4.814768078824027e-08,5.005154139897277e-08,5.819514417977435e-09,1.5531534120847928e-08,7.453260986019595e-09,6.471664302887178e-09
P0A9T8,2.976733717635517e-08,4.3857281466445235e-08,5.29624488670643e-08,4.214866644124022e-08,4.55440258798234e-09,5.701446590637881e-09,2.5538492843698405e-08,1.2357989000571633e-08
P28306,2.2325502882266376e-08,1.4619093822148411e-08,2.1666456354708123e-08,2.107433322062011e-08,4.532077085100075e-09,8.245168915691703e-10,4.61495520355283e-09,2.32660638755646e-09
P75821,2.046504430874418e-08,1.8795977771333677e-08,1.925907231529611e-08,2.3708624873197626e-08,1.1194379236883066e-09,4.371944429612214e-09,3.2278205200436288e-09,3.1959226329070404e-09
P0AGI1,8.186017723497672e-08,1.2948340242474305e-07,1.661094987194289e-07,2.1601191551135617e-07,6.9908591358670106e-09,2.3591875921788188e-08,2.9334937473851156e-08,2.440934645278324e-09
P0AEV1,1.860458573522198e-08,2.2972861720518934e-08,2.648122443353215e-08,2.3708624873197626e-08,5.934862849535811e-09,2.012422686717458e-09,2.9341196672353616e-09,7.200309373990119e-09
P29680,1.6744127161699786e-08,1.4619093822148411e-08,4.8147680788240276e-09,1.0537166610310056e-08,9.453734195495697e-09,3.186962453228354e-09,6.1662734785499295e-09,8.178948722922666e-09
P33650,3.162779574987736e-08,2.08844197459263e-08,1.444430423647208e-08,1.0537166610310056e-08,9.665454381162523e-09,7.2991047012012424e-09,8.738804063065609e-10,1.2180964601518426e-09
P23871,1.3023210014655387e-08,1.044220987296315e-08,1.2036920197060068e-08,5.268583305155028e-09,5.82918880255975e-09,5.294200405592318e-10,2.113683186603748e-09,3.3913870735282915e-09
P31828,1.3023210014655387e-08,1.044220987296315e-08,7.22215211823604e-09,5.268583305155028e-09,2.3637126176599524e-09,1.0557074181565744e-09,2.0352024669189162e-09,1.936204364644473e-09
P0A6B4,2.6046420029310773e-08,1.8795977771333677e-08,2.1666456354708123e-08,2.107433322062011e-08,2.823431931177287e-09,1.8250894415964997e-09,7.520427000719191e-09,6.537258165036357e-09
P0A8G0,1.8604585735221982e-09,2.0884419745926298e-09,2.4073840394120138e-09,2.634291652577514e-09,1.674412716169978e-10,6.451197259516634e-10,7.217337350157216e-10,2.6622151440948354e-09
P0A8J2,5.5813757205665944e-08,5.6387933314001007e-08,2.888860847294416e-08,1.5805749915465082e-08,1.617482683820199e-08,2.006282667312156e-08,1.3661422946855295e-08,1.2954392630715182e-08
P0C079,1.5813897874938681e-07,1.5663314809444725e-07,1.8055380295590105e-07,1.475203325443408e-07,4.55440258798234e-09,2.89301424530444e-08,6.527019976855823e-08,1.2849020964612085e-08
P0A944,8.558109438202111e-08,9.81567728058536e-08,6.499936906412436e-08,6.849158296701537e-08,8.207226951235822e-09,1.4016787156675895e-08,2.2665279992660166e-08,9.061436426536132e-09
P39356,4.2790547191010556e-08,3.759195554266735e-08,4.092552867000423e-08,4.214866644124022e-08,1.665836002146041e-08,3.777991532038067e-09,6.458048424126667e-09,8.551964420927643e-09
P31119,1.860458573522198e-08,2.714974566970419e-08,2.888860847294416e-08,2.3708624873197626e-08,1.2837164157303168e-09,2.1013903148351042e-09,6.008830562372387e-09,1.7354713407180662e-09
P24228,9.30229286761099e-09,1.044220987296315e-08,7.22215211823604e-09,5.268583305155028e-09,1.5906920803614796e-09,1.216517450200207e-09,1.6322063787213451e-09,5.189554555577701e-10
P0A7Y8,2.3813869741084137e-07,1.9840198758629983e-07,1.5166519448295687e-07,1.7649754072269343e-07,4.422235610919323e-08,2.8827808796289364e-08,2.9893209832590796e-08,2.0279567429037472e-08
P06846,2.7906878602832972e-08,1.6707535796741038e-08,1.444430423647208e-08,1.3171458262887572e-08,5.531143339081496e-09,5.297959601146585e-09,7.36226186932982e-09,4.133203602894119e-09
P27240,1.1162751441133188e-08,8.353767898370519e-09,1.2036920197060068e-08,1.3171458262887572e-08,1.2290189336687641e-09,3.000673429094691e-09,8.401770297547927e-10,3.6379567722095467e-09
P0A9U6,2.846501617488963e-07,4.657225603341565e-07,3.201820772417978e-07,2.0810904055362358e-07,4.4917795523975835e-08,4.04712904930382e-08,1.0111349999295975e-07,2.8198774995016e-08
Q46839,2.7906878602832972e-08,1.5245626414526202e-07,2.7925654857179356e-07,3.266521649196117e-07,8.388807708011588e-09,2.8616040780065675e-08,5.244437982178285e-08,9.374917133192858e-09
P30843,3.534871289692176e-08,4.8034165415630486e-08,5.536983290647631e-08,8.429733288248045e-08,7.974669629545549e-09,2.86763967531314e-09,7.71301772387215e-09,2.2305074280704327e-08
P0AGI4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P37339,2.976733717635517e-08,2.9238187644296823e-08,1.925907231529611e-08,2.8977208178352656e-08,6.319605682540204e-09,7.81536755732054e-09,1.1796181793118867e-08,1.0811396371343376e-08
P45544,2.6046420029310773e-08,2.9238187644296823e-08,2.648122443353215e-08,2.6342916525775144e-08,7.886855984875302e-09,5.628351121527138e-09,1.5067816702679797e-09,3.419310565045613e-09
P76055,4.093008861748836e-08,2.714974566970419e-08,2.4073840394120135e-08,3.1611499830930164e-08,4.686495146702415e-09,1.8163179853032104e-08,4.494586001582229e-09,1.3577139177384508e-08
P00805,1.8604585735221982e-09,4.1768839491852595e-09,2.4073840394120138e-09,2.634291652577514e-09,6.799976086223634e-10,1.1214933403562425e-09,1.887389086899019e-09,1.174103789553798e-09
P30864,1.860458573522198e-08,1.8795977771333677e-08,1.925907231529611e-08,2.3708624873197626e-08,3.3916159795309677e-09,2.0919923259494377e-09,1.063678563973804e-08,1.8587561900586941e-09
P21865,9.30229286761099e-09,8.353767898370519e-09,1.444430423647208e-08,1.5805749915465082e-08,2.3051081725940037e-09,2.681559495376937e-10,1.908092589637962e-09,7.112587461959288e-10
B8LFD5,3.162779574987736e-08,3.5503513568074715e-08,3.1295992512356176e-08,3.9514374788662715e-08,2.5397119987151527e-09,1.2319719208121924e-09,1.2286806660351034e-08,1.1929389748697275e-08
P64479,3.888358418661394e-07,5.033145158768238e-07,1.030360368868342e-06,1.4014431591712372e-06,1.2921015025211813e-07,6.361895480683054e-08,9.778119900560563e-08,8.14238475478489e-08
P15082,3.906963004396616e-08,4.17688394918526e-08,4.814768078824027e-08,1.5805749915465082e-08,1.1564610493013985e-08,2.5825673457812458e-08,9.72101675114571e-09,1.6327339662675428e-09
P0AA63,4.6511464338054946e-08,4.594572344103787e-08,3.370337655176819e-08,4.478295809381773e-08,9.265083696140546e-09,1.9646391343387787e-08,4.293810172695268e-09,5.741175227627433e-09
P0A9F6,2.7906878602832972e-08,2.9238187644296823e-08,3.370337655176819e-08,3.9514374788662715e-08,4.674402165974523e-09,1.2894040751134898e-09,4.4623270554541086e-09,9.570381573814109e-09
P26459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0AEB0,1.0046476297019867e-07,6.683014318696415e-08,5.055506482765229e-08,2.3708624873197626e-08,2.2192666140116887e-08,1.0004472435088533e-08,7.825924035320573e-09,5.962719155609203e-09
P0ACL2,9.302292867610989e-08,1.0233365675503887e-07,9.870274561589255e-08,1.132745410608331e-07,8.790666759892385e-09,1.5411448707308856e-08,1.3216297637968013e-08,1.9279326888553796e-08
P75959,9.30229286761099e-09,1.044220987296315e-08,9.629536157648055e-09,1.0537166610310056e-08,1.1795307356130736e-09,5.367295874703057e-10,1.2749505872726023e-09,9.39915261639657e-10
P0A6M2,1.4325531016120925e-07,1.2739496045015044e-07,1.1555443389177664e-07,9.7468791145368e-08,3.3908531915158234e-08,9.312571608905998e-09,1.736783141393403e-08,1.2446764629263498e-08
P0A9F9,7.627880151441012e-08,8.35376789837052e-08,8.666582541883249e-08,1.106402494082556e-07,1.639994232559817e-08,1.3892316014990173e-08,1.4542525505280095e-08,5.2200069670814985e-08
P16431,1.8604585735221982e-09,2.0884419745926298e-09,4.8147680788240276e-09,2.634291652577514e-09,1.784179772007788e-09,1.6156187115448585e-09,1.4627265423467394e-09,3.3271103572054006e-10
P0AEC5,9.30229286761099e-09,8.353767898370519e-09,9.629536157648055e-09,1.0537166610310056e-08,5.255795470200209e-10,1.5287395254018054e-09,1.104507797282232e-09,3.67747114699821e-10
Q46925,3.7209171470443963e-09,4.1768839491852595e-09,7.22215211823604e-09,1.0537166610310056e-08,1.1758098184660292e-09,1.5107789244203088e-09,2.654863118663569e-09,1.4773107587654693e-09
P56258,9.30229286761099e-09,6.26532592377789e-09,7.22215211823604e-09,1.0537166610310056e-08,6.046490363947143e-10,7.349227308591465e-10,7.251040726708984e-10,5.373954971258128e-10
P75809,5.023238148509934e-08,5.429949133940838e-08,5.777721694588832e-08,2.8977208178352656e-08,1.2708792515730135e-08,5.9566541999331e-09,6.28616120371265e-09,9.889921151271762e-09
P37351,9.11624701025877e-08,7.72723530599273e-08,8.185105734000847e-08,7.37601662721704e-08,1.2689815838280205e-08,1.2780847196111978e-08,5.60516040664378e-08,4.949307156862633e-09
P64467,4.2790547191010556e-08,3.5503513568074715e-08,3.611076059118021e-08,2.6342916525775144e-08,2.3705963143819843e-09,1.1858173531736953e-09,2.1269237988205136e-09,5.028862764770474e-09
P24555,3.7209171470443963e-09,4.1768839491852595e-09,4.8147680788240276e-09,2.634291652577514e-09,4.506030665070763e-10,9.740493369500028e-10,1.0597304541491683e-09,5.632115553210724e-10
P15723,5.581375720566594e-09,8.353767898370519e-09,7.22215211823604e-09,7.902874957732541e-09,5.352539316023363e-10,2.5896680484948608e-11,1.2393213034893049e-09,8.147864081422251e-10
P0AC44,6.883696722032131e-08,8.144923700911257e-08,7.703628926118444e-08,9.48344994927905e-08,2.6158047543722102e-09,1.640387633363527e-08,1.1809663143739573e-08,1.2745756731831046e-08
P77791,1.0790659726428747e-07,1.670753579674104e-07,2.3110886778355328e-07,1.7913183237527092e-07,1.9380024868666033e-08,2.422592690527451e-08,5.8586097983130754e-08,1.9740327927754858e-08
P77257,0.0,2.0884419745926298e-09,2.4073840394120138e-09,5.795441635670531e-08,0.0,1.30068166177629e-09,1.3717274256569652e-09,1.1335883839371558e-08
P76217,1.4883668588177585e-08,2.2972861720518934e-08,3.851814463059222e-08,3.9514374788662715e-08,2.2935733294381662e-09,6.675913615982801e-09,1.4348008874895601e-08,1.5722769728408892e-08
P03007,1.6744127161699786e-08,1.6707535796741038e-08,1.925907231529611e-08,1.3171458262887572e-08,1.8820398929750555e-09,6.1700929697364656e-09,4.2851435901533845e-09,1.1525025980026625e-09
P0ABK9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0AAT6,4.093008861748836e-08,3.132662961888945e-08,1.925907231529611e-08,1.3171458262887572e-08,1.9810162890864366e-09,1.6603113698011403e-09,1.4155418151742638e-09,1.0128851404160543e-09
P64461,5.581375720566594e-09,6.26532592377789e-09,2.888860847294416e-08,5.53201247041278e-08,8.695783372642753e-10,4.839337743526042e-09,2.0366468973425634e-09,8.934200139716637e-09
P37661,7.441834294088793e-09,1.044220987296315e-08,1.444430423647208e-08,1.84400415680426e-08,2.2853873117146676e-09,1.7093897562040677e-09,2.5234199501116726e-09,2.126136792795312e-09
P0A6S0,2.2325502882266376e-08,3.132662961888945e-08,3.851814463059222e-08,1.0537166610310056e-08,6.391791475192863e-09,2.863253947166496e-09,1.8276859627216006e-08,4.990402106642842e-09
P0ACI3,0.0,2.0884419745926298e-09,2.4073840394120138e-09,5.268583305155028e-09,0.0,1.1682744405871176e-09,7.133078908777796e-10,9.76795344775742e-10
P0AE67,2.530223659990189e-07,7.706350886246804e-07,2.768491645323815e-07,5.795441635670531e-08,8.858313033625653e-08,5.086191584922891e-08,3.3581803657777884e-08,1.0721567025990481e-09
P0ACN7,9.30229286761099e-09,1.044220987296315e-08,1.2036920197060068e-08,2.3708624873197626e-08,4.43626346856368e-09,7.988290552816811e-10,2.14016441103728e-09,1.9505085683179687e-08
P13039,1.8604585735221982e-09,0.0,0.0,0.0,5.505096919052184e-10,0.0,0.0,0.0
P64463,2.6046420029310773e-08,4.594572344103787e-08,5.536983290647631e-08,5.53201247041278e-08,3.826219102305752e-09,3.5791718560568492e-09,7.181467327969978e-09,2.09939873252165e-08
P76445,2.4185961455788578e-08,1.8795977771333677e-08,1.6851688275884094e-08,5.268583305155028e-09,1.6057059810498032e-08,1.4566882772783597e-09,9.091485824839469e-09,1.3740465259844311e-09
P0ACY9,2.939524546165073e-07,2.2764017523059666e-07,1.4925781044354483e-07,6.058870800928282e-08,5.773226208668203e-08,3.1824096497237416e-08,1.713479663891895e-08,2.9433994350909602e-08
P0AEH1,1.4883668588177585e-08,1.4619093822148411e-08,1.444430423647208e-08,1.3171458262887572e-08,1.8009238991694873e-09,9.633982828795803e-10,6.5577141233583246e-09,2.276027987826972e-09
P0AGA6,5.3953298632143735e-08,5.6387933314001007e-08,6.259198502471235e-08,5.53201247041278e-08,8.643318440869428e-09,7.826645143983341e-09,7.185559880836979e-09,1.4217272048960842e-08
Q06065,2.2325502882266376e-08,3.5503513568074715e-08,4.3332912709416246e-08,4.214866644124022e-08,5.86267705688315e-09,8.265217958647795e-09,3.479632890566124e-09,8.231634555974215e-09
P23331,8.558109438202111e-08,6.474170121237153e-08,4.3332912709416246e-08,4.214866644124022e-08,4.210589843595439e-09,3.0622824673451733e-09,3.019437357592124e-08,4.269659910497635e-09
P23173,2.6046420029310773e-08,5.6387933314001007e-08,9.870274561589255e-08,1.659603741123834e-07,2.219154986497278e-09,7.770257210669342e-09,1.096587503792566e-08,1.226447164690513e-08
P16528,1.4883668588177585e-08,4.1768839491852595e-09,7.22215211823604e-09,2.634291652577514e-09,9.643128878280256e-09,3.8936912174304996e-09,2.4966979872742e-09,1.3624556427130903e-09
P56580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P39405,5.581375720566594e-09,0.0,2.4073840394120138e-09,2.634291652577514e-09,4.331705696731733e-09,0.0,2.4446984920229e-09,2.305795483501098e-09
P0CG19,6.139513292623252e-08,2.9238187644296823e-08,2.1666456354708123e-08,1.0537166610310056e-08,1.2150096806101419e-08,7.610700243810465e-09,1.1071559197255851e-08,3.994639861968542e-09
P32684,9.30229286761099e-09,6.26532592377789e-09,7.22215211823604e-09,2.634291652577514e-09,1.738598536956494e-09,2.6414614094647587e-09,6.796045143260114e-10,2.298946325204396e-09
P00892,4.2790547191010556e-08,1.253065184755578e-08,7.22215211823604e-09,5.268583305155028e-09,5.177656210112277e-09,1.255571315125089e-09,1.074656235193523e-09,7.170541878315992e-10
P09549,5.5813757205665944e-08,5.012260739022312e-08,6.499936906412436e-08,7.112587461959288e-08,7.752530875866997e-09,5.9044431505682815e-09,9.424908514298033e-09,2.3898293872183204e-09
P0AEM6,1.1162751441133188e-08,2.08844197459263e-08,1.2036920197060068e-08,5.268583305155028e-09,5.151609790082965e-09,9.126491428969795e-09,6.088274235672981e-09,1.4562364255448494e-09
P26365,9.30229286761099e-09,8.353767898370519e-09,9.629536157648055e-09,5.268583305155028e-09,1.3739486565461432e-09,1.5362579165103387e-09,2.32457002845624e-09,5.695338552872585e-10
P77611,1.1162751441133188e-08,8.353767898370519e-09,4.8147680788240276e-09,2.634291652577514e-09,2.015992910268653e-09,6.345522095602246e-09,2.2412745406925847e-09,1.7552285281123974e-09
