Protein,MW,Rxn,0.05213,0.39457,0.28828,0.18299
YJL033W,87192.6,YJL033W_translation_Ribosome,8.423870633205359e-06,9.057463851305008e-05,5.6332794578272416e-05,3.0178974609244106e-05
YJL035C,28251.8,YJL035C_translation_Ribosome,0.0,0.0,0.0,0.0
YJL039C,191493.4,YJL039C_translation_Ribosome,0.0,0.0,0.0,0.0
YJL041W,86513.9,YJL041W_translation_Ribosome,0.0,0.0,0.0,0.0
YJL045W,69381.4,YJL045W_translation_Ribosome,0.0,8.295891787526669e-06,0.0,0.0002119022173754461
YJL050W,122040.2,YJL050W_translation_Ribosome,1.1790574622737577e-05,0.00012677391199551722,7.884689201711246e-05,4.224037472339479e-05
YJL052W,35752.3,YJL052W_translation_Ribosome,0.0,0.0,0.0,0.0
YJL054W,54176.2,YJL054W_translation_Ribosome,0.0,0.0,0.0,0.0
YJL060W,50079.7,YJL060W_translation_Ribosome,5.234931017732756e-07,4.963263033235377e-06,3.5030927033108474e-06,0.0
YJL063C,26958.8,YJL063C_translation_Ribosome,7.83088456267364e-06,4.666542060353573e-05,4.4428830916913266e-05,4.948099096374602e-05
YJL068C,33929.4,YJL068C_translation_Ribosome,0.0,0.0,0.0,0.0
YJL069C,66390.0,YJL069C_translation_Ribosome,6.414085270292475e-06,6.896514441456494e-05,4.2892794022101706e-05,2.2978809260278007e-05
YJL071W,65619.9,YJL071W_translation_Ribosome,0.0,0.0,0.0,0.0
YJL088W,37839.6,YJL088W_translation_Ribosome,5.6321797065466877e-08,1.2163193112238877e-06,8.252895065304523e-07,4.594309708019467e-07
YJL091C,55484.7,YJL091C_translation_Ribosome,0.0,0.0,0.0,0.0
YJL096W,18406.9,YJL096W_translation_Ribosome,5.346762803117255e-06,3.186216487778469e-05,3.0335068615981834e-05,3.378457693111625e-05
YJL097W,24526.9,YJL097W_translation_Ribosome,4.548368024435007e-11,3.7821158413093976e-10,1.676153297994762e-10,1.2698778368621496e-10
YJL100W,70209.5,YJL100W_translation_Ribosome,0.0,0.0,0.0,0.0
YJL101C,78241.2,YJL101C_translation_Ribosome,0.0,0.0,0.0,0.0
YJL104W,16222.3,YJL104W_translation_Ribosome,1.127850866007714e-05,5.8632268814365994e-05,5.435401477375325e-05,6.084822352214237e-05
YJL109C,200069.9,YJL109C_translation_Ribosome,1.9329197147445227e-05,0.0002078302386881694,0.000129259783261372,6.924789984670726e-05
YJL111W,59725.2,YJL111W_translation_Ribosome,1.5886689677511573e-05,0.0002566612404447461,0.0001307296084909651,5.819935355887896e-05
YJL121C,25961.4,YJL121C_translation_Ribosome,1.4813770625553567e-06,1.1854628047958241e-05,8.789340387014327e-06,5.638567912658713e-06
YJL122W,19301.4,YJL122W_translation_Ribosome,1.864751098599536e-06,2.0050065347240304e-05,1.2470115597803796e-05,6.680572210518601e-06
YJL125C,43920.2,YJL125C_translation_Ribosome,0.0,0.0,0.0,0.0
YJL129C,141084.1,YJL129C_translation_Ribosome,0.0,0.0,0.0,0.0
YJL130C,244996.8,YJL130C_translation_Ribosome,1.8356704251880596e-06,2.5371780502042115e-05,1.2568533846846907e-05,1.0145766054144862e-05
YJL134W,47386.3,YJL134W_translation_Ribosome,0.0,0.0,0.0,0.0
YJL136C,9759.0,YJL136C_translation_Ribosome,0.0005946625004495482,0.001390079605736507,0.0011419349922924724,0.0008967754149802319
YJL137C,44536.3,YJL137C_translation_Ribosome,0.0,0.0,9.437311924746127e-05,0.00017017971743181666
YJL138C,44684.5,YJL138C_translation_Ribosome,0.0,0.0,0.0,0.0
YJL139C,50820.4,YJL139C_translation_Ribosome,0.0,0.0,0.0,0.0
YJL143W,16590.5,YJL143W_translation_Ribosome,1.153449867928776e-05,5.996305429962083e-05,5.5587696079098104e-05,6.222930486701041e-05
YJL153C,59633.6,YJL153C_translation_Ribosome,4.9910205515826535e-06,0.0001350735606484301,0.0001123507468178177,0.00010432957731960839
YJL155C,52593.4,YJL155C_translation_Ribosome,0.0,0.0,0.0,0.0
YJL166W,10980.7,YJL166W_translation_Ribosome,0.0002299074753770013,0.0002958942382054996,0.0003723487956593972,0.0006086204211602557
YJL167W,40474.7,YJL167W_translation_Ribosome,8.270174039436444e-05,0.00035007025772373847,0.00030477040153131454,0.00023089843792880297
YJL177W,20574.9,YJL177W_translation_Ribosome,0.001253726967978216,0.0,0.0,0.0
YJL179W,12784.9,YJL179W_translation_Ribosome,4.825964360729131e-06,7.3447507254e-05,3.6729560781328444e-05,1.9491259649634127e-05
YJL184W,13598.2,YJL184W_translation_Ribosome,0.0,0.0,0.0,0.0
YJL189W,6358.9,YJL189W_translation_Ribosome,0.0003874781610932095,0.0009057666979114535,0.000744077305306753,0.0005843329425471663
YJL190C,14635.3,YJL190C_translation_Ribosome,0.0008917987593840836,0.0020846635980977047,0.001712528045158113,0.0013448690676155534
YJL191W,14661.1,YJL191W_translation_Ribosome,0.0008933708766616325,0.0,0.0,0.0
YJL196C,36249.2,YJL196C_translation_Ribosome,0.0,0.0,0.0,0.0
YJL198W,97687.3,YJL198W_translation_Ribosome,1.562605470742258e-05,0.0,0.0,0.0
YJL212C,91630.2,YJL212C_translation_Ribosome,0.0,0.0,0.0,0.0
YJL214W,63486.0,YJL214W_translation_Ribosome,0.0,0.0,0.0,0.0
YJL216C,67538.3,YJL216C_translation_Ribosome,0.0,0.0,0.0,0.0
YJL219W,62863.3,YJL219W_translation_Ribosome,0.0,0.0,0.0,0.0
YJL221C,68681.1,YJL221C_translation_Ribosome,0.0,0.0,0.0,0.0
YJR001W,65351.8,YJR001W_translation_Ribosome,0.0,0.0,0.0,0.0
YJR002W,66896.9,YJR002W_translation_Ribosome,6.4630580044920725e-06,6.949170612120363e-05,4.3220288483463405e-05,2.3154256743544084e-05
YJR007W,34703.9,YJR007W_translation_Ribosome,0.0005864331616379816,0.0006445980494790576,0.0004540741681749186,0.0005836213631298545
YJR009C,35845.2,YJR009C_translation_Ribosome,0.0,0.0,0.027837187451052365,0.0
YJR010W,57710.9,YJR010W_translation_Ribosome,0.0,0.0,0.0,0.0
YJR013W,47177.6,YJR013W_translation_Ribosome,0.0,0.0,0.0,0.0
YJR016C,62863.9,YJR016C_translation_Ribosome,1.8782814484568007e-05,0.00017165011567282535,0.00012307241033998059,7.597160952137612e-05
YJR019C,40264.0,YJR019C_translation_Ribosome,0.0,0.0,0.0,0.0
YJR025C,20229.2,YJR025C_translation_Ribosome,0.0,0.0,0.0,0.0
YJR041C,135099.7,YJR041C_translation_Ribosome,1.3052281906777112e-05,0.00014033996567049855,8.728428384617765e-05,4.676050967646906e-05
YJR042W,84849.2,YJR042W_translation_Ribosome,0.0,0.0,0.0,0.0
YJR045C,70620.5,YJR045C_translation_Ribosome,0.00020046660627081944,0.0012299122216197617,0.0011196938687757188,0.0012135185293842214
YJR047C,17120.5,YJR047C_translation_Ribosome,0.0002893054943053392,0.00031800002034659515,0.00022400873666183607,0.00028791834772070793
YJR048W,12190.2,YJR048W_translation_Ribosome,9.349121750423313e-06,0.00034051879358602,0.0004285036554280184,0.0006756586244982332
YJR049C,59468.0,YJR049C_translation_Ribosome,0.0,0.0,0.0,0.0
YJR057W,24683.6,YJR057W_translation_Ribosome,0.0,0.0,0.0,0.0
YJR064W,61900.8,YJR064W_translation_Ribosome,1.6465391499563144e-05,0.0002660105970766467,0.00013549167435651172,6.0319371802479615e-05
YJR073C,23156.6,YJR073C_translation_Ribosome,2.0136326445072106e-07,9.401371540205313e-07,6.681039093736241e-07,4.2122150369432234e-07
YJR077C,32821.4,YJR077C_translation_Ribosome,0.0,0.0010140074257031233,0.0014042939214394814,0.002474684560846566
YJR078W,50779.0,YJR078W_translation_Ribosome,0.0,5.934750314004428e-06,0.0,0.0
YJR080C,44447.4,YJR080C_translation_Ribosome,0.0,0.0,0.0,0.0
YJR094WA,10108.2,YJR094WA_translation_Ribosome,0.0,0.001439819927318963,0.0,0.0
YJR095W,35359.8,YJR095W_translation_Ribosome,1.227545629181883e-06,1.2214077127962778e-05,8.40480326817973e-06,4.938578161391439e-06
YJR101W,30227.8,YJR101W_translation_Ribosome,8.780450627757403e-06,5.232402780982675e-05,4.9816231256223235e-05,5.5481011716171415e-05
YJR103W,64490.1,YJR103W_translation_Ribosome,0.0,0.0,0.0,0.0
YJR105W,36359.5,YJR105W_translation_Ribosome,2.8733742197504048e-06,1.3097865146627085e-05,1.1359938713315e-05,8.764105261372636e-06
YJR109C,123885.1,YJR109C_translation_Ribosome,1.562036852277777e-06,0.0,1.564271719634637e-05,0.0
YJR110W,80152.6,YJR110W_translation_Ribosome,0.0,0.0,0.0,0.0
YJR113C,27828.6,YJR113C_translation_Ribosome,8.083540593083509e-06,4.817103594401659e-05,4.586228482181747e-05,5.107744799967737e-05
YJR121W,54785.2,YJR121W_translation_Ribosome,0.0031486866369011893,0.004008569915671273,0.005071514495270844,0.008327264495250241
YJR123W,25040.9,YJR123W_translation_Ribosome,0.0015258616874174703,0.0035668454144161593,0.002930123982836005,0.0023010619416926415
YJR130C,72341.2,YJR130C_translation_Ribosome,0.0,0.0,0.0,0.0
YJR133W,23666.4,YJR133W_translation_Ribosome,0.0,0.0,0.0,0.0
YJR137C,161180.1,YJR137C_translation_Ribosome,4.6871126136509655e-06,5.7422676587563685e-05,4.097786386584592e-05,2.4639935141498917e-05
YJR139C,38502.4,YJR139C_translation_Ribosome,4.379594428382931e-05,0.0004463505435203321,0.0003192774115917667,0.0001940091172049292
YJR143C,87959.7,YJR143C_translation_Ribosome,0.0,0.0,0.0,0.0
YJR145C,29432.7,YJR145C_translation_Ribosome,0.0017934750463143166,0.004192416847193451,0.003444023982748914,0.0027046338514692767
YJR148W,41625.1,YJR148W_translation_Ribosome,7.969845198984412e-07,8.291758891158931e-06,5.963159310793107e-06,3.6190062576451652e-06
YJR152W,60857.7,YJR152W_translation_Ribosome,0.0,0.0,0.0,0.0
YJR153W,37291.3,YJR153W_translation_Ribosome,0.0,0.0,0.0,0.0
YJR158W,62924.9,YJR158W_translation_Ribosome,0.0,0.0,0.0,0.0
YJR159W,38164.0,YJR159W_translation_Ribosome,0.0,0.0,0.0,0.0
YJR160C,67262.5,YJR160C_translation_Ribosome,0.0,0.0,0.0,0.0
YKL001C,23062.7,YKL001C_translation_Ribosome,1.188901960098315e-05,0.0001456545604434883,0.00010394173702772928,6.250002848471116e-05
YKL003C,15028.9,YKL003C_translation_Ribosome,4.365534853330484e-06,2.601487973160816e-05,2.4768033331127416e-05,2.7584494305942497e-05
YKL004W,45186.5,YKL004W_translation_Ribosome,1.9876018658199973e-08,8.41336946600958e-08,7.324661075350004e-08,5.549268538409675e-08
YKL006W,15186.4,YKL006W_translation_Ribosome,0.0009253799156498633,0.0021631627138597085,0.001777014198888247,0.0013955108271396445
YKL008C,49007.5,YKL008C_translation_Ribosome,0.0,0.0,0.0,0.0
YKL009W,27061.3,YKL009W_translation_Ribosome,2.6144522627649613e-06,2.8110957411445486e-05,1.748357835322038e-05,9.36641739772799e-06
YKL010C,167753.9,YKL010C_translation_Ribosome,0.0012050247368828744,0.0013819016785625354,0.001316686290222652,0.0012692355441980081
YKL014C,203286.5,YKL014C_translation_Ribosome,1.9639960013545885e-05,0.00021117160460960166,0.00013133794203907186,7.03612247129011e-05
YKL016C,19812.8,YKL016C_translation_Ribosome,0.0003795690478425797,0.00048322657716081357,0.0006113628156990221,0.0010038381776556078
YKL019W,37491.9,YKL019W_translation_Ribosome,0.0,0.0,0.0,0.0
YKL021C,53679.0,YKL021C_translation_Ribosome,5.18604734484154e-06,5.576110840532356e-05,3.4680558673179665e-05,1.8579296615189983e-05
YKL024C,22932.5,YKL024C_translation_Ribosome,1.959119532434912e-07,1.9048782788330143e-06,1.3167969501937954e-06,7.786017975229496e-07
YKL026C,19488.8,YKL026C_translation_Ribosome,0.0,0.0,0.0,0.0
YKL029C,74380.9,YKL029C_translation_Ribosome,4.1601004722504696e-06,2.5746257723355458e-05,1.7429793050882683e-05,1.1682116642812397e-05
YKL035W,55987.5,YKL035W_translation_Ribosome,0.0008819434181738106,0.0,0.005358511277320156,0.0033415833556414897
YKL055C,31192.5,YKL055C_translation_Ribosome,0.0,0.0,0.0,0.0
YKL057C,120404.6,YKL057C_translation_Ribosome,0.0,0.0,0.0,0.0
YKL060C,39609.1,YKL060C_translation_Ribosome,0.00034046571252192745,0.00713990448071274,0.005248387047978028,0.0012452207282500445
YKL067W,17168.9,YKL067W_translation_Ribosome,2.8356912749505332e-05,0.00012538111115327074,9.7953078646241e-05,6.807119262831679e-05
YKL068W,100005.5,YKL068W_translation_Ribosome,0.0,0.0,0.0,0.0
YKL078W,82730.5,YKL078W_translation_Ribosome,7.992777247385626e-06,8.593946196700053e-05,5.344995173739246e-05,2.86345591129301e-05
YKL080W,44185.8,YKL080W_translation_Ribosome,0.0,0.0,0.0,0.0
YKL081W,46521.5,YKL081W_translation_Ribosome,0.0010630126203984025,0.004854791934351319,0.003671877165322747,0.002503191917243187
YKL082C,50507.5,YKL082C_translation_Ribosome,4.879641689852345e-06,5.246659182886939e-05,3.2631537792910105e-05,1.7481581694735526e-05
YKL085W,35652.3,YKL085W_translation_Ribosome,0.00018181726054625482,0.00014104508404363077,0.0002352913805095792,0.0004687371831417996
YKL088W,65205.8,YKL088W_translation_Ribosome,0.0,0.0,0.0,0.0
YKL094W,35566.0,YKL094W_translation_Ribosome,0.0,0.0,0.0,0.0
YKL099C,29764.8,YKL099C_translation_Ribosome,2.8756433989034717e-06,3.091932113978976e-05,1.9230237016253243e-05,1.0302148845764767e-05
YKL104C,80035.5,YKL104C_translation_Ribosome,7.282067190655916e-11,3.9329040821752267e-10,3.1538941163497707e-10,2.21625879843225e-10
YKL106W,51807.0,YKL106W_translation_Ribosome,1.0371847797438738e-09,1.0270217318222152e-08,9.405574762707351e-09,9.7166938465573e-09
YKL120W,35166.5,YKL120W_translation_Ribosome,0.0,0.0,0.0,0.0
YKL127W,63111.4,YKL127W_translation_Ribosome,0.0,0.0,0.0,0.000380529078670882
YKL132C,48143.0,YKL132C_translation_Ribosome,0.0,0.0,0.0,0.0
YKL138C,15544.8,YKL138C_translation_Ribosome,4.515391425057836e-06,2.6907897614057083e-05,2.5618250472470338e-05,2.8531392655950525e-05
YKL140W,62973.6,YKL140W_translation_Ribosome,0.0,0.0,0.0,0.0
YKL141W,22083.3,YKL141W_translation_Ribosome,2.7334030525628713e-05,2.6404867458928143e-06,2.365320956682935e-05,6.744603361948864e-05
YKL143W,53343.5,YKL143W_translation_Ribosome,5.153633945109907e-06,5.5412594985364434e-05,3.4463801143515316e-05,1.846317384810423e-05
YKL145W,51974.5,YKL145W_translation_Ribosome,0.0003733478517466299,0.00042814890618011564,0.0004079434909780174,0.0003932420217468529
YKL146W,75467.2,YKL146W_translation_Ribosome,0.0,0.0,0.0,0.0
YKL148C,70229.3,YKL148C_translation_Ribosome,8.692767068298382e-05,0.0,7.522192564660754e-05,0.0
YKL152C,27611.8,YKL152C_translation_Ribosome,0.000116702324693616,0.0024347998820738654,0.0017899022003764952,0.000428198276966598
YKL155C,72213.4,YKL155C_translation_Ribosome,2.0976260044147982e-05,0.00012500069306539484,0.00011900963464751488,0.00013254264258280698
YKL156W,8885.6,YKL156W_translation_Ribosome,0.0005414420651700487,0.001265671825466985,0.0010397353793948144,0.000816516818049836
YKL165C,105683.8,YKL165C_translation_Ribosome,0.0,0.0,0.0,0.0
YKL167C,16026.0,YKL167C_translation_Ribosome,4.655168479361386e-06,2.7740850133992007e-05,2.641128107610324e-05,2.9414601584083628e-05
YKL170W,14919.0,YKL170W_translation_Ribosome,4.333611540221673e-06,2.5824643900475896e-05,2.4586915161261962e-05,2.7382780546171456e-05
YKL172W,49728.0,YKL172W_translation_Ribosome,4.804332464544423e-06,5.1656856476088044e-05,3.212792380073917e-05,1.721178229997145e-05
YKL174C,69225.0,YKL174C_translation_Ribosome,0.0,0.0,0.0,0.0
YKL180W,20572.9,YKL180W_translation_Ribosome,0.0,0.0029304199939396034,0.002407307552303905,0.001890487850686219
YKL181W,47035.0,YKL181W_translation_Ribosome,0.0,0.004388317394502179,0.003046295536083086,0.0017980137892047883
YKL182W,228654.9,YKL182W_translation_Ribosome,0.008485523108817082,0.035918582214346365,0.03127063919991467,0.023691085840413732
YKL184W,52270.7,YKL184W_translation_Ribosome,0.0,0.0,0.0,0.0
YKL186C,20784.9,YKL186C_translation_Ribosome,2.008075326623017e-06,2.1591107548460474e-05,1.3428565062057266e-05,7.194039050970815e-06
YKL188C,97142.6,YKL188C_translation_Ribosome,0.0,0.0,0.0,0.0
YKL192C,13937.8,YKL192C_translation_Ribosome,0.0,0.0,0.0,0.0
YKL194C,54097.6,YKL194C_translation_Ribosome,1.1608894036758228e-06,6.889329440720212e-06,6.567755165191812e-06,7.324033019795152e-06
YKL205W,126791.6,YKL205W_translation_Ribosome,0.0,0.0,0.0,0.0
YKL211C,53485.9,YKL211C_translation_Ribosome,4.8364634251325945e-06,5.098886258694888e-05,3.3235927538185184e-05,1.873466313274809e-05
YKL212W,71125.2,YKL212W_translation_Ribosome,0.0,0.0,0.0,0.0
YKL216W,34798.2,YKL216W_translation_Ribosome,2.558221848009261e-05,0.00025454303464751194,0.00017515724741903839,0.00010292064303135596
YKL217W,69367.7,YKL217W_translation_Ribosome,0.0,0.0,0.0,0.0
YKR006C,30277.7,YKR006C_translation_Ribosome,8.794945380479239e-06,5.241040422450828e-05,4.9898467804688076e-05,5.55725996744296e-05
YKR009C,98719.1,YKR009C_translation_Ribosome,0.0,0.0,0.0,0.0
YKR024C,83331.5,YKR024C_translation_Ribosome,8.050841191465241e-06,8.65637736373297e-05,5.3838241678758374e-05,2.884257634994512e-05
YKR026C,34015.4,YKR026C_translation_Ribosome,0.0005747987565196014,0.0006318096955169286,0.00044506566870401097,0.0005720427420378474
YKR031C,195204.3,YKR031C_translation_Ribosome,0.0,0.0,0.0,0.0
YKR038C,42748.0,YKR038C_translation_Ribosome,0.0,0.0,0.0,0.0
YKR039W,65661.0,YKR039W_translation_Ribosome,0.0,0.0,0.0,0.0
YKR043C,31014.3,YKR043C_translation_Ribosome,0.0,0.0,0.0,0.0
YKR053C,46489.5,YKR053C_translation_Ribosome,0.0,0.0,0.0,0.0
YKR056W,72866.2,YKR056W_translation_Ribosome,0.0,0.0,0.0,0.0
YKR057W,9745.0,YKR057W_translation_Ribosome,0.0,0.0,0.0,0.0
YKR058W,69655.1,YKR058W_translation_Ribosome,0.00017433527468584188,0.0,0.0,0.0
YKR059W,44684.5,YKR059W_translation_Ribosome,0.000755087255645976,0.000829979960233488,0.0005846627372661906,0.000751466803465201
YKR060W,31632.3,YKR060W_translation_Ribosome,3.0560667193172565e-06,3.285925798561293e-05,2.04367785561881e-05,1.0948525202046872e-05
YKR061W,50643.7,YKR061W_translation_Ribosome,0.0,0.0,0.0,0.0
YKR066C,40348.3,YKR066C_translation_Ribosome,0.0,0.0,0.0,0.0
YKR067W,83674.9,YKR067W_translation_Ribosome,3.335691063735879e-05,0.00031145566652446754,0.00027115262279935076,0.0002054291254337728
YKR069W,66120.8,YKR069W_translation_Ribosome,0.0,0.0,0.0,0.0
YKR072C,62438.6,YKR072C_translation_Ribosome,0.0,0.0,0.0,0.0
YKR080W,36239.0,YKR080W_translation_Ribosome,0.0,0.0,0.0,0.0
YKR081C,39606.2,YKR081C_translation_Ribosome,3.826442898512695e-06,4.1142450711133326e-05,2.5588500957947952e-05,1.3708439754848965e-05
YKR082W,133274.2,YKR082W_translation_Ribosome,0.0,0.0,0.0,0.0
YKR084C,68709.1,YKR084C_translation_Ribosome,0.0002790099558884361,0.0014406431521312357,0.0010464800049339322,0.0006915576613148874
YKR085C,22413.3,YKR085C_translation_Ribosome,6.5105258753569555e-06,3.879720431225527e-05,3.69377240823053e-05,4.113804378413463e-05
YKR089C,102720.8,YKR089C_translation_Ribosome,0.0,8.305475881539304e-08,7.230729156438313e-08,6.339601093686606e-09
YKR094C,14568.3,YKR094C_translation_Ribosome,0.0008877161292447128,0.0020751200656062255,0.001704688138970635,0.0013387122940933
YKR095W,218385.3,YKR095W_translation_Ribosome,0.0,0.0,0.0,0.0
YKR095WA,9990.6,YKR095WA_translation_Ribosome,0.0,0.0,0.0,0.0
YKR097W,60973.8,YKR097W_translation_Ribosome,0.0,0.0,0.0,0.0
YLL008W,84831.1,YLL008W_translation_Ribosome,8.195720876226964e-06,8.812154032755535e-05,5.480709292014327e-05,2.936161569874333e-05
YLL011W,56806.7,YLL011W_translation_Ribosome,5.4882213846049635e-06,5.901012606137771e-05,3.670128155106681e-05,1.9661851543995094e-05
YLL012W,66499.4,YLL012W_translation_Ribosome,0.0,0.0,0.0,0.0
YLL015W,176877.6,YLL015W_translation_Ribosome,0.0,0.0,0.0,0.0
YLL018C,63510.1,YLL018C_translation_Ribosome,0.00022558105655311664,0.0010839153564123996,0.0008171209889001675,0.0005425750705629688
YLL024C,69447.5,YLL024C_translation_Ribosome,9.577426971225971e-05,0.001212153168504846,0.000888387911345453,0.0003537256562991698
YLL026W,102009.9,YLL026W_translation_Ribosome,0.0,0.0,0.0,0.0
YLL028W,64269.7,YLL028W_translation_Ribosome,0.0,0.0,0.0,0.0
YLL031C,115622.1,YLL031C_translation_Ribosome,0.0,0.0,0.0,0.0
YLL034C,93053.3,YLL034C_translation_Ribosome,8.990085869590401e-06,9.666266414748961e-05,6.0119235276048154e-05,3.2207471482744805e-05
YLL041C,30244.8,YLL041C_translation_Ribosome,3.7436084572574535e-05,3.6163523355738947e-06,3.239491347338668e-05,9.237259819024829e-05
YLL043W,73873.3,YLL043W_translation_Ribosome,0.0,0.0,0.0,0.0
YLL045C,28137.3,YLL045C_translation_Ribosome,0.0,0.0,0.0,0.0
YLL048C,189169.9,YLL048C_translation_Ribosome,0.0,0.0,0.0,0.0
YLL052C,17014.3,YLL052C_translation_Ribosome,0.0,0.0001102078139356465,5.072448459628261e-05,9.736812974090612e-05
YLL057C,46975.0,YLL057C_translation_Ribosome,0.0,0.0,0.0,0.0
YLL061W,64222.3,YLL061W_translation_Ribosome,0.0,0.0,0.0,0.0
YLL062C,36705.1,YLL062C_translation_Ribosome,0.0,0.0,0.0,0.0
YLR002C,75572.8,YLR002C_translation_Ribosome,7.301255961963536e-06,7.850412811888888e-05,4.882555421107829e-05,2.61571465049727e-05
YLR008C,17916.6,YLR008C_translation_Ribosome,1.2456465991822251e-05,6.475597834089307e-05,6.003089211119431e-05,6.720337323048002e-05
YLR009W,23989.0,YLR009W_translation_Ribosome,2.3176305399765955e-06,2.4919488618180425e-05,1.5498647925835183e-05,8.303037435529584e-06
YLR011W,21276.8,YLR011W_translation_Ribosome,0.0,0.0,0.0,0.0
YLR017W,37858.0,YLR017W_translation_Ribosome,0.0,0.0,0.0,0.0
YLR018C,34246.8,YLR018C_translation_Ribosome,0.0,0.0,0.0,0.0
YLR020C,62450.2,YLR020C_translation_Ribosome,0.0,0.0,0.0,0.0
YLR022C,28293.7,YLR022C_translation_Ribosome,2.7335171624050943e-06,2.9391159911468236e-05,1.827979885861032e-05,9.792973875094561e-06
YLR027C,46061.1,YLR027C_translation_Ribosome,6.245352388836593e-06,6.405612881221816e-05,4.5555806996723224e-05,2.7447386390759327e-05
YLR028C,65277.0,YLR028C_translation_Ribosome,0.0,0.0,0.0,0.0
YLR029C,24463.9,YLR029C_translation_Ribosome,0.0014907023203963217,0.003484657082362674,0.002862607178803547,0.0022480401756875597
YLR038C,9784.0,YLR038C_translation_Ribosome,7.503716690960088e-06,9.657391654363039e-06,1.2152714339830479e-05,1.9864144065914185e-05
YLR043C,11232.1,YLR043C_translation_Ribosome,9.080103202550445e-07,9.932342595831422e-05,7.094716766738473e-05,4.272321354775993e-05
YLR044C,61486.9,YLR044C_translation_Ribosome,8.900074983577107e-05,0.01699645247838051,0.012083246111307816,0.0009273701089392981
YLR048W,27945.6,YLR048W_translation_Ribosome,0.0,0.0,0.0,0.0
YLR056W,42730.6,YLR056W_translation_Ribosome,0.0,0.0,0.0,0.0
YLR058C,52218.0,YLR058C_translation_Ribosome,5.685044442754116e-06,3.548318141590038e-05,2.6039955891847866e-05,1.7059065210564694e-05
YLR059C,30868.7,YLR059C_translation_Ribosome,2.9822936283036202e-06,3.206603936420968e-05,1.994343712652585e-05,1.0684229091922636e-05
YLR060W,67349.5,YLR060W_translation_Ribosome,8.884305328252041e-07,4.555779265118482e-06,3.4449647126285534e-06,2.2323904455339894e-06
YLR061W,13692.5,YLR061W_translation_Ribosome,0.0008343494504975344,0.0,0.0,0.0
YLR068W,18215.7,YLR068W_translation_Ribosome,1.7598592115991365e-06,1.892225306691355e-05,1.1768674018201508e-05,6.30479132162142e-06
YLR069C,84570.6,YLR069C_translation_Ribosome,0.0,0.0,0.0,0.0
YLR070C,38593.7,YLR070C_translation_Ribosome,0.0,0.0,0.0,0.0
YLR074C,18521.2,YLR074C_translation_Ribosome,1.789374244737777e-06,1.923960284276307e-05,1.1966049354453233e-05,6.410530532782965e-06
YLR075W,25382.9,YLR075W_translation_Ribosome,0.0015467013815617212,0.00361556016235774,0.002970142608449698,0.0023324890542987735
YLR081W,63626.5,YLR081W_translation_Ribosome,0.0,0.0,0.0,0.0020081545012657002
YLR089C,66418.2,YLR089C_translation_Ribosome,4.306287263256431e-07,4.163065609061069e-06,3.842796374301063e-06,4.000353538905478e-06
YLR092W,99644.5,YLR092W_translation_Ribosome,0.0,0.0,0.0,0.0
YLR100W,39727.0,YLR100W_translation_Ribosome,2.029349223494501e-05,8.59008289659402e-05,7.478507401929191e-05,5.6658247272972726e-05
YLR105C,44113.8,YLR105C_translation_Ribosome,0.0,0.0,0.0,0.0
YLR106C,559077.9,YLR106C_translation_Ribosome,5.4013756941347336e-05,0.0005807634901715875,0.0003612051996838256,0.00019350722135467365
YLR109W,19108.8,YLR109W_translation_Ribosome,0.0,0.0,0.0,0.0
YLR129W,106322.1,YLR129W_translation_Ribosome,1.0272014091227047e-05,0.00011044613617954234,6.869185020782196e-05,3.6800049044316975e-05
YLR133W,66306.2,YLR133W_translation_Ribosome,1.6151113188567514e-06,1.1524707568933195e-06,1.2649322777754142e-06,0.0
YLR134W,61904.6,YLR134W_translation_Ribosome,0.0,0.0,0.0,0.0
YLR138W,109347.2,YLR138W_translation_Ribosome,0.0,0.0,0.0,0.0
YLR142W,53281.0,YLR142W_translation_Ribosome,0.0,0.0,0.0,0.0
YLR146C,34078.0,YLR146C_translation_Ribosome,0.0,0.0,0.0,0.0
YLR153C,75483.3,YLR153C_translation_Ribosome,4.43050415804355e-07,0.0,0.0,1.2818693774524246e-06
YLR155C,38672.8,YLR155C_translation_Ribosome,0.0,0.0,0.0,0.0
YLR157C,38672.8,YLR157C_translation_Ribosome,0.0,0.0,0.0,0.0
YLR158C,38672.8,YLR158C_translation_Ribosome,0.0,0.0,0.0,0.0
YLR160C,38672.8,YLR160C_translation_Ribosome,0.0,0.0,0.0,0.0
YLR163C,51082.3,YLR163C_translation_Ribosome,3.551482606823068e-05,0.0001846267881407746,0.00017115502048891315,0.0001916045941959607
YLR167W,17234.5,YLR167W_translation_Ribosome,0.0010501804348803912,0.0024548956824537176,0.0020166695998221763,0.0015837151234221545
YLR172C,33830.6,YLR172C_translation_Ribosome,0.0,0.0,0.0,0.0
YLR174W,46555.6,YLR174W_translation_Ribosome,0.0,0.0,0.0,0.0
YLR175W,54718.6,YLR175W_translation_Ribosome,5.286485408510706e-06,5.684103255253522e-05,3.535221628223791e-05,1.8939121439816966e-05
YLR180W,41803.6,YLR180W_translation_Ribosome,0.0,0.0010240124652432115,0.0008881385414041391,0.0006851920472443956
YLR185W,9872.7,YLR185W_translation_Ribosome,0.0006015907847308386,0.0014062751228153308,0.0011552394301061475,0.0009072235515396389
