Entry	Entry name	Protein names	Gene names	Organism	Length	Mass	Gene names  (synonym )	Gene names  (primary )	Gene names  (ORF )	Gene names  (ordered locus )
P0AD61	KPYK1_ECOLI	Pyruvate kinase I (EC 2.7.1.40) (PK-1)	pykF b1676 JW1666	Escherichia coli (strain K12)	470	"50,729"		pykF		b1676 JW1666
P0AD74	LPF2_ECOLI	Phenylalanine--tRNA ligase operon leader peptide (pheST attenuator peptide)	pheM phtL b1715 JW1705	Escherichia coli (strain K12)	14	"1,762"	phtL	pheM		b1715 JW1705
P07018	MCP4_ECOLI	Methyl-accepting chemotaxis protein IV (MCP-IV) (Dipeptide chemoreceptor protein)	tap b1885 JW1874	Escherichia coli (strain K12)	533	"57,512"		tap		b1885 JW1874
P64512	MGRB_ECOLI	PhoP/PhoQ regulator MgrB	mgrB yobG b1826 JW1815	Escherichia coli (strain K12)	47	"5,552"	yobG	mgrB		b1826 JW1815
P25665	METE_ECOLI	"5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)"	metE b3829 JW3805	Escherichia coli (strain K12)	753	"84,674"		metE		b3829 JW3805
P0ABK9	NRFA_ECOLI	Cytochrome c-552 (EC 1.7.2.2) (Ammonia-forming cytochrome c nitrite reductase) (Cytochrome c nitrite reductase)	nrfA b4070 JW4031	Escherichia coli (strain K12)	478	"53,703"		nrfA		b4070 JW4031
P37128	NUDK_ECOLI	GDP-mannose pyrophosphatase (EC 3.6.1.-) (GDP-mannose hydrolase) (GDPMK)	nudK yffH b2467 JW2451	Escherichia coli (strain K12)	191	"21,749"	yffH	nudK		b2467 JW2451
P02921	MELB_ECOLI	Melibiose carrier protein (Melibiose permease) (Melibiose transporter) (Na+ (Li+)/melibiose symporter) (Thiomethylgalactoside permease II)	melB mel-4 b4120 JW4081	Escherichia coli (strain K12)	473	"52,636"	mel-4	melB		b4120 JW4081
P18196	MINC_ECOLI	Septum site-determining protein MinC	minC b1176 JW1165	Escherichia coli (strain K12)	231	"24,776"		minC		b1176 JW1165
P77364	GLXK2_ECOLI	Glycerate 3-kinase (EC 2.7.1.31) (D-Glycerate-3-kinase) (Glycerate kinase 2) (GK2)	glxK glxB5 ybbZ b0514 JW0502	Escherichia coli (strain K12)	381	"38,734"	glxB5 ybbZ	glxK		b0514 JW0502
P75798	GSIC_ECOLI	Glutathione transport system permease protein GsiC	gsiC yliC b0831 JW0815	Escherichia coli (strain K12)	306	"34,066"	yliC	gsiC		b0831 JW0815
P06989	HIS2_ECOLI	Histidine biosynthesis bifunctional protein HisIE [Includes: Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31)]	hisI hisIE b2026 JW2008	Escherichia coli (strain K12)	203	"22,756"	hisIE	hisI		b2026 JW2008
P52062	HEMW_ECOLI	Heme chaperone HemW	hemW yggW b2955 JW2922	Escherichia coli (strain K12)	378	"42,584"	yggW	hemW		b2955 JW2922
P26281	HPPK_ECOLI	"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (PPPK) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase) (HPPK)"	folK b0142 JW0138	Escherichia coli (strain K12)	159	"18,079"		folK		b0142 JW0138
P0A6Y5	HSLO_ECOLI	33 kDa chaperonin (Heat shock protein 33) (HSP33)	hslO yrfI b3401 JW5692	Escherichia coli (strain K12)	292	"32,534"	yrfI	hslO		b3401 JW5692
P0ACG8	HSLR_ECOLI	Heat shock protein 15 (HSP15)	hslR yrfH b3400 JW3363	Escherichia coli (strain K12)	133	"15,496"	yrfH	hslR		b3400 JW3363
P0A700	HYPA_ECOLI	Hydrogenase maturation factor HypA	hypA b2726 JW2696	Escherichia coli (strain K12)	116	"13,168"		hypA		b2726 JW2696
P0AD59	IVY_ECOLI	Inhibitor of vertebrate lysozyme	ivy ykfE b0220 JW0210	Escherichia coli (strain K12)	157	"16,872"	ykfE	ivy		b0220 JW0210
U3PVA8	IROK_ECOLI	Protein IroK (3-hydroxypropionic acid resistance peptide)	iroK b4706	Escherichia coli (strain K12)	21	"2,330"		iroK		b4706
P0CF46	INSC7_ECOLI	Transposase InsC for insertion element IS2 on F plasmid	insC7 ybiA yuaJ ECOK12F021	Escherichia coli (strain K12)	121	"13,452"	ybiA yuaJ	insC7		ECOK12F021
P0CF47	INSC8_ECOLI	Transposase InsC for insertion element IS2-8	JW5900	Escherichia coli (strain K12)	121	"13,452"				JW5900
P03960	KDPB_ECOLI	Potassium-transporting ATPase ATP-binding subunit (EC 7.2.2.6) (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium-binding and translocating subunit B) (Potassium-translocating ATPase B chain)	kdpB b0697 JW0685	Escherichia coli (strain K12)	682	"72,199"		kdpB		b0697 JW0685
P76506	MLAA_ECOLI	Intermembrane phospholipid transport system lipoprotein MlaA	mlaA vacJ b2346 JW2343	Escherichia coli (strain K12)	251	"28,042"	vacJ	mlaA		b2346 JW2343
P0AB77	KBL_ECOLI	2-amino-3-ketobutyrate coenzyme A ligase (AKB ligase) (EC 2.3.1.29) (Glycine acetyltransferase)	kbl b3617 JW3592	Escherichia coli (strain K12)	398	"43,117"		kbl		b3617 JW3592
P0ABN1	KDGL_ECOLI	Diacylglycerol kinase (DAGK) (EC 2.7.1.107) (Diglyceride kinase) (DGK)	dgkA dgk b4042 JW4002	Escherichia coli (strain K12)	122	"13,245"	dgk	dgkA		b4042 JW4002
P76268	KDGR_ECOLI	Transcriptional regulator KdgR	kdgR yebP b1827 JW1816	Escherichia coli (strain K12)	263	"30,029"	yebP	kdgR		b1827 JW1816
P10151	LEUO_ECOLI	HTH-type transcriptional regulator LeuO	leuO b0076 JW0075	Escherichia coli (strain K12)	314	"35,695"		leuO		b0076 JW0075
P0AF98	LPTF_ECOLI	Lipopolysaccharide export system permease protein LptF	lptF yjgP b4261 JW4218	Escherichia coli (strain K12)	366	"40,358"	yjgP	lptF		b4261 JW4218
P0A722	LPXA_ECOLI	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)	lpxA b0181 JW0176	Escherichia coli (strain K12)	262	"28,080"		lpxA		b0181 JW0176
E2JKY7	LPMG_ECOLI	mgtA leader peptide (Regulatory leader peptide for mgtA)	mgtL b4702 JW4200.1	Escherichia coli (strain K12)	17	"2,123"		mgtL		b4702 JW4200.1
P24205	LPXM_ECOLI	Lipid A biosynthesis myristoyltransferase (EC 2.3.1.243) (Kdo(2)-lauroyl-lipid IV(A) myristoyltransferase)	lpxM msbB b1855 JW1844	Escherichia coli (strain K12)	323	"37,410"	msbB	lpxM		b1855 JW1844
P0AD83	LPPY_ECOLI	pyr operon leader peptide (pyrBI operon attenuator)	pyrL b4246 JW4205	Escherichia coli (strain K12)	44	"5,098"		pyrL		b4246 JW4205
P0ACV0	LPXL_ECOLI	Lipid A biosynthesis lauroyltransferase (EC 2.3.1.241) (Kdo(2)-lipid IV(A) lauroyltransferase)	lpxL htrB waaM b1054 JW1041	Escherichia coli (strain K12)	306	"35,407"	htrB waaM	lpxL		b1054 JW1041
P23909	MUTS_ECOLI	DNA mismatch repair protein MutS	mutS fdv b2733 JW2703	Escherichia coli (strain K12)	853	"95,247"	fdv	mutS		b2733 JW2703
P11880	MURF_ECOLI	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme) (UDP-MurNAc-pentapeptide synthetase)	murF mra b0086 JW0084	Escherichia coli (strain K12)	452	"47,447"	mra	murF		b0086 JW0084
P77258	NEMA_ECOLI	N-ethylmaleimide reductase (NEM reductase) (EC 1.3.1.-) (N-ethylmaleimide reducing enzyme)	nemA ydhN b1650 JW1642	Escherichia coli (strain K12)	365	"39,516"	ydhN	nemA		b1650 JW1642
P77567	NHOA_ECOLI	"Arylamine N-acetyltransferase (EC 2.3.1.5) (Arylhydroxamate N,O-acetyltransferase) (N-hydroxyarylamine O-acetyltransferase) (EC 2.3.1.118)"	nhoA yddI b1463 JW1458	Escherichia coli (strain K12)	281	"32,275"	yddI	nhoA		b1463 JW1458
P0A763	NDK_ECOLI	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk b2518 JW2502	Escherichia coli (strain K12)	143	"15,463"		ndk		b2518 JW2502
P33920	NDPA_ECOLI	Nucleoid-associated protein YejK	yejK b2186 JW2174	Escherichia coli (strain K12)	335	"37,823"		yejK		b2186 JW2174
P67430	NEMR_ECOLI	HTH-type transcriptional repressor NemR (Bleach-sensing transcription factor) (Redox-regulated transcription factor NemR)	nemR ydhM b1649 JW5874	Escherichia coli (strain K12)	199	"22,275"	ydhM	nemR		b1649 JW5874
P13738	NHAA_ECOLI	Na(+)/H(+) antiporter NhaA (Sodium/proton antiporter NhaA)	nhaA ant b0019 JW0018	Escherichia coli (strain K12)	388	"41,356"	ant	nhaA		b0019 JW0018
P0ADL1	NEPI_ECOLI	Purine ribonucleoside efflux pump NepI	nepI yicM b3662 JW5938	Escherichia coli (strain K12)	396	"41,842"	yicM	nepI		b3662 JW5938
P37330	MASZ_ECOLI	Malate synthase G (MSG) (EC 2.3.3.9)	glcB glc b2976 JW2943	Escherichia coli (strain K12)	723	"80,489"	glc	glcB		b2976 JW2943
P76141	LSRR_ECOLI	Transcriptional regulator LsrR	lsrR ydeW b1512 JW1505	Escherichia coli (strain K12)	317	"33,797"	ydeW	lsrR		b1512 JW1505
P07363	CHEA_ECOLI	Chemotaxis protein CheA (EC 2.7.13.3)	cheA b1888 JW1877	Escherichia coli (strain K12)	654	"71,382"		cheA		b1888 JW1877
P0AEQ3	GLNH_ECOLI	Glutamine-binding periplasmic protein (GlnBP)	glnH b0811 JW0796	Escherichia coli (strain K12)	248	"27,190"		glnH		b0811 JW0796
P0AFU4	GLRR_ECOLI	Transcriptional regulatory protein GlrR	glrR yfhA b2554 JW2538	Escherichia coli (strain K12)	444	"49,148"	yfhA	glrR		b2554 JW2538
P75849	GLO22_ECOLI	Hydroxyacylglutathione hydrolase GloC (EC 3.1.2.6) (Accessory type II glyoxalase) (Glyoxalase II 2) (GlxII-2)	gloC ycbL b0927 JW0910	Escherichia coli (strain K12)	215	"23,784"	ycbL	gloC		b0927 JW0910
P0CE57	INH10_ECOLI	Transposase InsH for insertion sequence element IS5R	insH10 b3218 JW3185	Escherichia coli (strain K12)	326	"37,851"		insH10		b3218 JW3185
P0CE59	INH12_ECOLI	Transposase InsH for insertion sequence element IS5-12	JW1882	Escherichia coli (strain K12)	326	"37,851"				JW1882
P0AES0	GSP_ECOLI	Bifunctional glutathionylspermidine synthetase/amidase (GspSA) [Includes: Glutathionylspermidine amidase (Gsp amidase) (EC 3.5.1.78) (Glutathionylspermidine amidohydrolase [spermidine-forming]); Glutathionylspermidine synthetase (Gsp synthetase) (EC 6.3.1.8) (Glutathione:spermidine ligase [ADP-forming]) (Gsp synthase)]	gss gsp b2988 JW2956	Escherichia coli (strain K12)	619	"70,532"	gsp	gss		b2988 JW2956
P0CE60	INH13_ECOLI	Transposase InsH for insertion sequence element IS5-13	JW5895	Escherichia coli (strain K12)	326	"37,851"				JW5895
P0CE61	INH14_ECOLI	Transposase InsH for insertion sequence element IS5-14	JW5914	Escherichia coli (strain K12)	326	"37,851"				JW5914
P0ACA7	GSTB_ECOLI	Glutathione S-transferase GstB (EC 2.5.1.18)	gstB yliJ b0838 JW0822	Escherichia coli (strain K12)	208	"23,713"	yliJ	gstB		b0838 JW0822
Q46916	GUDP_ECOLI	Probable glucarate transporter (D-glucarate permease)	gudP ygcZ b2789 JW2760	Escherichia coli (strain K12)	450	"49,142"	ygcZ	gudP		b2789 JW2760
P75680	INSO1_ECOLI	Putative transposase InsO for insertion sequence element IS911A	insO1 b0257 JW0247	Escherichia coli (strain K12)	141	"15,850"		insO1		b0257 JW0247
P32053	INTA_ECOLI	Prophage integrase IntA (Prophage CP4-57 integrase SlpA)	intA intX slpA b2622 JW2602	Escherichia coli (strain K12)	413	"46,652"	intX slpA	intA		b2622 JW2602
P09372	GRPE_ECOLI	Protein GrpE (HSP-70 cofactor) (HSP24) (Heat shock protein B25.3)	grpE b2614 JW2594	Escherichia coli (strain K12)	197	"21,798"		grpE		b2614 JW2594
P00547	KHSE_ECOLI	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	thrB b0003 JW0002	Escherichia coli (strain K12)	310	"33,624"		thrB		b0003 JW0002
P41442	GSPG_ECOLI	Type II secretion system core protein G (T2SS core protein G) (Protein transport protein HofG) (Putative general secretion pathway protein G)	gspG hofG hopG b3328 JW3290	Escherichia coli (strain K12)	145	"15,905"	hofG hopG	gspG		b3328 JW3290
P68066	GRCA_ECOLI	Autonomous glycyl radical cofactor	grcA yfiD b2579 JW2563	Escherichia coli (strain K12)	127	"14,284"	yfiD	grcA		b2579 JW2563
P0AET2	HDEB_ECOLI	Acid stress chaperone HdeB (10K-L protein)	hdeB yhhD yhiC b3509 JW5669	Escherichia coli (strain K12)	108	"12,043"	yhhD yhiC	hdeB		b3509 JW5669
P31658	HCHA_ECOLI	Protein/nucleic acid deglycase 1 (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124) (Glyoxalase III) (EC 4.2.1.130) (Holding molecular chaperone) (Hsp31) (Maillard deglycase)	hchA yedU yzzC b1967 JW1950	Escherichia coli (strain K12)	283	"31,190"	yedU yzzC	hchA		b1967 JW1950
P75825	HCP_ECOLI	Hydroxylamine reductase (EC 1.7.99.1) (Hybrid-cluster protein) (HCP) (Prismane protein)	hcp ybjW b0873 JW0857	Escherichia coli (strain K12)	550	"60,064"	ybjW	hcp		b0873 JW0857
P08200	IDH_ECOLI	Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	icd icdA icdE b1136 JW1122	Escherichia coli (strain K12)	416	"45,757"	icdA icdE	icd		b1136 JW1122
P0ADC6	LPTG_ECOLI	Lipopolysaccharide export system permease protein LptG	lptG yjgQ b4262 JW5760	Escherichia coli (strain K12)	360	"39,619"	yjgQ	lptG		b4262 JW5760
P75958	LOLE_ECOLI	Lipoprotein-releasing system transmembrane protein LolE	lolE ycfW b1118 JW1104	Escherichia coli (strain K12)	414	"45,344"	ycfW	lolE		b1118 JW1104
P18843	NADE_ECOLI	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5) (Nicotinamide adenine dinucleotide synthetase) (NADS) (Nitrogen regulatory protein)	nadE efg ntrL b1740 JW1729	Escherichia coli (strain K12)	275	"30,637"	efg ntrL	nadE		b1740 JW1729
P76594	LYSAC_ECOLI	Peptidyl-lysine N-acetyltransferase PatZ (EC 2.3.1.-) (Protein lysine acetyltransferase)	patZ pka yfiQ b2584 JW2568	Escherichia coli (strain K12)	886	"97,987"	pka yfiQ	patZ		b2584 JW2568
P28697	MBIA_ECOLI	Uncharacterized protein MbiA (Modifier of biofilm)	mbiA htgA htpY b0012 JW5001	Escherichia coli (strain K12)	161	"17,637"	htgA htpY	mbiA		b0012 JW5001
P25744	MDTG_ECOLI	Multidrug resistance protein MdtG	mdtG yceE b1053 JW1040	Escherichia coli (strain K12)	408	"43,867"	yceE	mdtG		b1053 JW1040
P0A817	METK_ECOLI	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	metK metX b2942 JW2909	Escherichia coli (strain K12)	384	"41,952"	metX	metK		b2942 JW2909
P0ABU0	MENB_ECOLI	"1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)"	menB b2262 JW2257	Escherichia coli (strain K12)	285	"31,633"		menB		b2262 JW2257
Q46864	MQSA_ECOLI	Antitoxin MqsA	mqsA ygiT b3021 JW2989	Escherichia coli (strain K12)	131	"14,703"	ygiT	mqsA		b3021 JW2989
P40874	MTOX_ECOLI	N-methyl-L-tryptophan oxidase (MTOX) (EC 1.5.3.-)	solA b1059 JW1046	Escherichia coli (strain K12)	372	"40,902"		solA		b1059 JW1046
P31801	CHAA_ECOLI	Sodium-potassium/proton antiporter ChaA (Na(+)/H(+) exchanger)	chaA b1216 JW1207	Escherichia coli (strain K12)	366	"39,168"		chaA		b1216 JW1207
P69488	CUTA_ECOLI	Divalent-cation tolerance protein CutA (C-type cytochrome biogenesis protein CycY)	cutA cutA1 cycY b4137 JW4097	Escherichia coli (strain K12)	112	"12,331"	cutA1 cycY	cutA		b4137 JW4097
P45543	FRLD_ECOLI	Fructoselysine 6-kinase (EC 2.7.1.218)	frlD yhfQ b3374 JW3337	Escherichia coli (strain K12)	261	"28,332"	yhfQ	frlD		b3374 JW3337
P0AC00	FRLB_ECOLI	Fructoselysine 6-phosphate deglycase (EC 3.5.-.-)	frlB yhfN b3371 JW5700	Escherichia coli (strain K12)	340	"38,569"	yhfN	frlB		b3371 JW5700
P45539	FRLA_ECOLI	Probable fructoselysine/psicoselysine transporter FrlA	frlA yhfM b3370 JW3333	Escherichia coli (strain K12)	445	"47,577"	yhfM	frlA		b3370 JW3333
P18956	GGT_ECOLI	Glutathione hydrolase proenzyme (EC 3.4.19.13) (Gamma-glutamyltranspeptidase proenzyme) (GGT) (EC 2.3.2.2) [Cleaved into: Glutathione hydrolase large chain; Glutathione hydrolase small chain]	ggt b3447 JW3412	Escherichia coli (strain K12)	580	"61,768"		ggt		b3447 JW3412
P0A996	GLPC_ECOLI	Anaerobic glycerol-3-phosphate dehydrogenase subunit C (G-3-P dehydrogenase)	glpC b2243 JW2237	Escherichia coli (strain K12)	396	"44,108"		glpC		b2243 JW2237
P63228	GMHBB_ECOLI	"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)"	gmhB yaeD b0200 JW0196	Escherichia coli (strain K12)	191	"21,294"	yaeD	gmhB		b0200 JW0196
P77161	GLXR_ECOLI	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60) (Tartronate semialdehyde reductase) (TSAR)	glxR glxB1 ybbQ b0509 JW0497	Escherichia coli (strain K12)	292	"30,801"	glxB1 ybbQ	glxR		b0509 JW0497
P32674	GRE1_ECOLI	Probable dehydratase PflD (EC 4.2.1.-)	pflD yijL b3951 JW3923	Escherichia coli (strain K12)	765	"85,960"	yijL	pflD		b3951 JW3923
P36553	HEM6_ECOLI	Oxygen-dependent coproporphyrinogen-III oxidase (CPO) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	hemF b2436 JW2429	Escherichia coli (strain K12)	299	"34,323"		hemF		b2436 JW2429
P0AET5	HDED_ECOLI	Protein HdeD	hdeD yhiA b3511 JW3479	Escherichia coli (strain K12)	190	"20,903"	yhiA	hdeD		b3511 JW3479
Q47153	LFHA_ECOLI	Putative truncated flagellar export/assembly protein LfhA	lfhA fhiA b0229 JW5811	Escherichia coli (strain K12)	579	"63,153"	fhiA	lfhA		b0229 JW5811
P0A6X1	HEM1_ECOLI	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	hemA b1210 JW1201	Escherichia coli (strain K12)	418	"46,307"		hemA		b1210 JW1201
P45753	HOFM_ECOLI	DNA utilization protein HofM	hofM yrfD b3395 JW5693	Escherichia coli (strain K12)	259	"29,000"	yrfD	hofM		b3395 JW5693
P04968	ILVA_ECOLI	L-threonine dehydratase biosynthetic IlvA (EC 4.3.1.19) (Threonine deaminase)	ilvA b3772 JW3745	Escherichia coli (strain K12)	514	"56,195"		ilvA		b3772 JW3745
P16431	HYCE_ECOLI	Formate hydrogenlyase subunit 5 (FHL subunit 5) (Hydrogenase-3 component E)	hycE hevE b2721 JW2691	Escherichia coli (strain K12)	569	"64,980"	hevE	hycE		b2721 JW2691
P75987	IRAM_ECOLI	Anti-adapter protein IraM (Enhancing lycopene biosynthesis protein 1)	iraM elb1 elbA ycgW b1160 JW1147	Escherichia coli (strain K12)	107	"12,133"	elb1 elbA ycgW	iraM		b1160 JW1147
P31554	LPTD_ECOLI	LPS-assembly protein LptD (Organic solvent tolerance protein)	lptD imp ostA yabG b0054 JW0053	Escherichia coli (strain K12)	784	"89,671"	imp ostA yabG	lptD		b0054 JW0053
A5A616	MGTS_ECOLI	Small protein MgtS	mgtS yneM b4599 JW1527.1	Escherichia coli (strain K12)	31	"3,509"	yneM	mgtS		b4599 JW1527.1
P30749	MOAE_ECOLI	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MPT synthase subunit 2) (Molybdenum cofactor biosynthesis protein E) (Molybdopterin-converting factor large subunit) (Molybdopterin-converting factor subunit 2)	moaE chlA5 b0785 JW0768	Escherichia coli (strain K12)	150	"16,981"	chlA5	moaE		b0785 JW0768
P76264	MNTP_ECOLI	Probable manganese efflux pump MntP	mntP yebN b1821 JW5830	Escherichia coli (strain K12)	188	"20,117"	yebN	mntP		b1821 JW5830
P0AE88	CPXR_ECOLI	Transcriptional regulatory protein CpxR	cpxR yiiA b3912 JW3883	Escherichia coli (strain K12)	232	"26,312"	yiiA	cpxR		b3912 JW3883
P77239	CUSB_ECOLI	Cation efflux system protein CusB	cusB ylcD b0574 JW0563	Escherichia coli (strain K12)	407	"44,305"	ylcD	cusB		b0574 JW0563
P0ABI8	CYOB_ECOLI	Cytochrome bo(3) ubiquinol oxidase subunit 1 (EC 7.1.1.3) (Cytochrome b562-o complex subunit I) (Cytochrome o ubiquinol oxidase subunit 1) (Cytochrome o subunit 1) (Oxidase bo(3) subunit 1) (Ubiquinol oxidase chain A) (Ubiquinol oxidase polypeptide I) (Ubiquinol oxidase subunit 1)	cyoB b0431 JW0421	Escherichia coli (strain K12)	663	"74,368"		cyoB		b0431 JW0421
P76015	DHAK_ECOLI	"PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK (EC 2.7.1.121)"	dhaK ycgT b1200 JW5187	Escherichia coli (strain K12)	356	"38,215"	ycgT	dhaK		b1200 JW5187
P0ABW9	FLGB_ECOLI	Flagellar basal body rod protein FlgB (Putative proximal rod protein)	flgB fla FII flbA b1073 JW1060	Escherichia coli (strain K12)	138	"15,240"	fla FII flbA	flgB		b1073 JW1060
P0A6S3	FLGI_ECOLI	Flagellar P-ring protein (Basal body P-ring protein)	flgI fla FIX flaM b1080 JW1067	Escherichia coli (strain K12)	365	"38,169"	fla FIX flaM	flgI		b1080 JW1067
P0AC07	FLIQ_ECOLI	Flagellar biosynthetic protein FliQ	fliQ flaQ b1949 JW1933	Escherichia coli (strain K12)	89	"9,632"	flaQ	fliQ		b1949 JW1933
P23876	FEPD_ECOLI	Ferric enterobactin transport system permease protein FepD	fepD b0590 JW0582	Escherichia coli (strain K12)	334	"33,871"		fepD		b0590 JW0582
P39829	GARD_ECOLI	Galactarate dehydratase (L-threo-forming) (GalcD) (EC 4.2.1.42)	garD yhaG b3128 JW3097	Escherichia coli (strain K12)	523	"56,402"	yhaG	garD		b3128 JW3097
P0A7B8	HSLV_ECOLI	ATP-dependent protease subunit HslV (EC 3.4.25.2) (Heat shock protein HslV)	hslV htpO yiiC b3932 JW3903	Escherichia coli (strain K12)	176	"19,093"	htpO yiiC	hslV		b3932 JW3903
P77213	GCS2_ECOLI	Putative glutamate--cysteine ligase 2 (EC 6.3.2.2) (Gamma-glutamylcysteine synthetase 2) (GCS 2) (Gamma-GCS 2)	ybdK b0581 JW0570	Escherichia coli (strain K12)	372	"41,688"		ybdK		b0581 JW0570
P0A9S3	GATD_ECOLI	Galactitol 1-phosphate 5-dehydrogenase (EC 1.1.1.251)	gatD b2091 JW2075	Escherichia coli (strain K12)	346	"37,390"		gatD		b2091 JW2075
P46846	GNTX_ECOLI	DNA utilization protein YhgH (Protein GntX)	gntX yhgH b3413 JW5691	Escherichia coli (strain K12)	227	"25,726"	yhgH	gntX		b3413 JW5691
P27305	GLUQ_ECOLI	Glutamyl-Q tRNA(Asp) synthetase (Glu-Q-RSs) (EC 6.1.1.-)	gluQ yadB b0144 JW5892	Escherichia coli (strain K12)	308	"34,868"	yadB	gluQ		b0144 JW5892
P0ACB2	HEM2_ECOLI	Delta-aminolevulinic acid dehydratase (ALAD) (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	hemB ncf b0369 JW0361	Escherichia coli (strain K12)	324	"35,625"	ncf	hemB		b0369 JW0361
P37024	HRPB_ECOLI	ATP-dependent RNA helicase HrpB (EC 3.6.4.13)	hrpB yadO b0148 JW0144	Escherichia coli (strain K12)	809	"89,148"	yadO	hrpB		b0148 JW0144
P0A9M2	HPRT_ECOLI	Hypoxanthine phosphoribosyltransferase (HPRT) (EC 2.4.2.8) (6-oxopurine phosphoribosyltransferase) (6-oxopurine PRTase)	hpt b0125 JW5009	Escherichia coli (strain K12)	178	"20,115"		hpt		b0125 JW5009
P25960	LEP4_ECOLI	Prepilin leader peptidase/N-methyltransferase [Includes: Leader peptidase (EC 3.4.23.43) (Prepilin peptidase); N-methyltransferase (EC 2.1.1.-)]	gspO hofD hopD hopO yheC b3335 JW3297	Escherichia coli (strain K12)	225	"24,957"	hofD hopD hopO yheC	gspO		b3335 JW3297
P0ACV4	LAPA_ECOLI	Lipopolysaccharide assembly protein A	lapA yciS b1279 JW1271	Escherichia coli (strain K12)	102	"11,351"	yciS	lapA		b1279 JW1271
P0A7C2	LEXA_ECOLI	LexA repressor (EC 3.4.21.88)	lexA exrA spr tsl umuA b4043 JW4003	Escherichia coli (strain K12)	202	"22,358"	exrA spr tsl umuA	lexA		b4043 JW4003
P05704	MCP3_ECOLI	Methyl-accepting chemotaxis protein III (MCP-III) (Ribose and galactose chemoreceptor protein)	trg b1421 JW1417	Escherichia coli (strain K12)	546	"58,899"		trg		b1421 JW1417
P69212	MDTJ_ECOLI	Spermidine export protein MdtJ	mdtJ ydgF b1600 JW1592	Escherichia coli (strain K12)	121	"13,115"	ydgF	mdtJ		b1600 JW1592
P37773	MPL_ECOLI	"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase (EC 6.3.2.45) (Murein peptide ligase) (UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase)"	mpl yjfG b4233 JW4192	Escherichia coli (strain K12)	457	"49,874"	yjfG	mpl		b4233 JW4192
P54746	MNGB_ECOLI	Mannosylglycerate hydrolase (EC 3.2.1.-) (2-O-(6-phospho-mannosyl)-D-glycerate hydrolase) (Alpha-mannosidase mngB)	mngB ybgG b0732 JW0721	Escherichia coli (strain K12)	877	"100,015"	ybgG	mngB		b0732 JW0721
P0A908	MIPA_ECOLI	MltA-interacting protein	mipA yeaF b1782 JW1771	Escherichia coli (strain K12)	248	"27,831"	yeaF	mipA		b1782 JW1771
P27838	CYAY_ECOLI	Iron-sulfur cluster assembly protein CyaY (Bacterial frataxin ortholog)	cyaY b3807 JW3779	Escherichia coli (strain K12)	106	"12,231"		cyaY		b3807 JW3779
P11557	DAMX_ECOLI	Cell division protein DamX	damX yhfB b3388 JW3351	Escherichia coli (strain K12)	428	"46,162"	yhfB	damX		b3388 JW3351
Q47155	DPO4_ECOLI	DNA polymerase IV (Pol IV) (EC 2.7.7.7) (Translesion synthesis polymerase IV) (TSL polymerase IV)	dinB dinP b0231 JW0221	Escherichia coli (strain K12)	351	"39,516"	dinP	dinB		b0231 JW0221
