Entry	Entry name	Protein names	Gene names	Organism	Length	Mass	Gene names  (synonym )	Gene names  (primary )	Gene names  (ORF )	Gene names  (ordered locus )
O42862	ATG14_SCHPO	Autophagy-related protein 14	atg14 SPAC25A8.02	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	390	"45,304"		atg14	SPAC25A8.02	
O13934	ATG15_SCHPO	Putative lipase atg15 (EC 3.1.1.3) (Autophagy-related protein 15)	atg15 SPAC23C4.16c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	424	"47,938"		atg15	SPAC23C4.16c	
O94656	ATG16_SCHPO	Autophagy protein 16	atg16 SPBC405.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	143	"16,892"		atg16	SPBC405.05	
O42651	ATG17_SCHPO	Autophagy-related protein 17	atg17 SPAC10F6.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	411	"47,062"		atg17	SPAC10F6.11c	
O43035	ATG3_SCHPO	Autophagy-related protein 3 (Autophagy-related E2-like conjugation enzyme atg3)	atg3 SPBC3B9.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	275	"31,886"		atg3	SPBC3B9.06c	
O13709	ATG43_SCHPO	Mitophagy receptor atg43	atg43 SPAC14C4.01c SPAC19D5.08c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	244	"27,039"		atg43	SPAC14C4.01c SPAC19D5.08c	
Q9HDZ7	ATG18_SCHPO	Autophagy-related protein 18	atg18 atg18a SPAC589.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	373	"41,109"	atg18a	atg18	SPAC589.07c	
O94354	ASSY_SCHPO	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	arg12 SPBC428.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	410	"46,085"		arg12	SPBC428.05c	
Q9Y7T4	ATG1_SCHPO	Serine/threonine-protein kinase atg1 (EC 2.7.11.1) (Autophagy-related protein 1) (Serine/threonine-protein kinase ppk36)	atg1 ppk36 SPCC63.08c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	830	"91,585"	ppk36	atg1	SPCC63.08c	
Q9P373	ATG4_SCHPO	Probable cysteine protease atg4 (EC 3.4.22.-) (Autophagy-related protein 4)	atg4 SPAC19B12.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	320	"36,929"		atg4	SPAC19B12.08	
Q9USM8	ATG20_SCHPO	Autophagy-related protein 20	atg20 SPCC16A11.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	534	"60,194"		atg20	SPCC16A11.08	
Q9UUJ9	ACH1_SCHPO	Acetyl-CoA hydrolase (EC 3.1.2.1) (Acetyl-CoA deacylase) (Acetyl-CoA acylase)	ach1 SPAC1952.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	521	"57,916"		ach1	SPAC1952.09c	
P78759	2AD2_SCHPO	"Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta 2 isoform (PP2A, B subunit, B' delta 2 isoform)"	par2 pbp2 SPAC6F12.12	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	627	"72,465"	pbp2	par2	SPAC6F12.12	
P49777	ABP1_SCHPO	ARS-binding protein 1	abp1 SPBC1105.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	522	"59,840"		abp1	SPBC1105.04c	
Q10074	AVT3_SCHPO	Vacuolar amino acid transporter 3	avt3 SPAC3H1.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	656	"73,061"		avt3	SPAC3H1.09c	
Q9P7W3	ACL1_SCHPO	Probable ATP-citrate synthase subunit 1 (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase 1) (Citrate cleavage enzyme subunit 1)	SPBC1703.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	615	"67,204"			SPBC1703.07	
Q1MTN8	ACL4_SCHPO	Probable assembly chaperone of rpl4	SPBC16D10.01c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	336	"38,108"			SPBC16D10.01c	
Q10185	ABC2_SCHPO	ATP-binding cassette transporter abc2 (ABC transporter abc2) (EC 7.-.-.-) (ATP-energized glutathione S-conjugate pump abc2) (Glutathione S-conjugate-transporting ATPase abc2)	abc2 SPAC3F10.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1478	"166,938"		abc2	SPAC3F10.11c	
Q09927	ACA1_SCHPO	N-acetyltransferase aca1 (EC 2.3.1.271) ((S)-1-pyrroline-5-carboxylate acetyltransferase) (L-azetidine-2-carboxylate acetyltransferase) (AZC acetyltransferase)	aca1 ppr1 SPAC21E11.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	209	"23,809"	ppr1	aca1	SPAC21E11.04	
O13932	BET1_SCHPO	Protein transport protein bet1	bet1 SPAC23C4.13	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	117	"13,251"		bet1	SPAC23C4.13	
Q9P6P5	BET3_SCHPO	Transport protein particle subunit bet3 (TRAPP subunit bet3)	bet3 SPAC644.18c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	183	"20,837"		bet3	SPAC644.18c	
Q9P7V2	ABC4_SCHPO	ATP-binding cassette transporter abc4 (ABC transporter abc4) (EC 7.6.2.2) (ATP-energized glutathione S-conjugate pump abc4) (Glutathione S-conjugate-transporting ATPase abc4)	abc4 SPAC30.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1469	"164,790"		abc4	SPAC30.04c	
Q92367	AAP1_SCHPO	Amino-acid permease 1	aap1 SPBC1652.02 SPBC16A3.20c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	594	"65,278"		aap1	SPBC1652.02 SPBC16A3.20c	
Q9UT41	BST1_SCHPO	GPI inositol-deacylase (EC 3.1.-.-)	bst1 SPAC824.02	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1142	"129,413"		bst1	SPAC824.02	
P33532	BSU1_SCHPO	Vitamin B6 transporter bsu1 (Amiloride transporter car1) (Changed amiloride resistance protein 1) (Vitamin B6 uptake protein 1)	bsu1 car1 sod1 SPAC17A2.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	526	"58,484"	car1 sod1	bsu1	SPAC17A2.01	
Q9URX3	1A1D_SCHPO	Probable 1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	SPAC922.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	338	"36,687"			SPAC922.03	
Q92358	BQT1_SCHPO	Telomere bouquet protein 1 (Meiotic chromosome segregation protein bqt1) (Meiotic recombination protein rec26) (Meiotically up-regulated gene 23 protein)	bqt1 mug23 rec26 SPAC6G9.13c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	132	"15,672"	mug23 rec26	bqt1	SPAC6G9.13c	
Q9US52	BQT2_SCHPO	Telomere bouquet protein 2 (Meiotic chromosome segregation protein bqt2) (Meiotically up-regulated gene 18 protein)	bqt2 mug18 SPAC1002.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	118	"13,688"	mug18	bqt2	SPAC1002.06c	
O74510	BQT3_SCHPO	Bouquet formation protein 3	bqt3 SPCC594.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	255	"28,899"		bqt3	SPCC594.07c	
P78812	6PGD_SCHPO	"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)"	SPBC660.16	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	492	"53,680"			SPBC660.16	
O94751	BUB1_SCHPO	Checkpoint serine/threonine-protein kinase bub1 (EC 2.7.11.1)	bub1 SPCC1322.12c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1044	"118,353"		bub1	SPCC1322.12c	
Q8WZK5	ALY1_SCHPO	Putative arrestin-related trafficking adapter SPBC839.02	SPBC839.02	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	504	"57,931"			SPBC839.02	
Q09189	AZR1_SCHPO	5-azacytidine resistance protein azr1	azr1 SPAC1556.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	299	"33,063"		azr1	SPAC1556.03	
Q09701	AKR1_SCHPO	Palmitoyltransferase akr1 (EC 2.3.1.225) (Ankyrin repeat-containing protein akr1)	akr1 SPAC2F7.10	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	642	"72,522"		akr1	SPAC2F7.10	
Q9HDX8	ALO_SCHPO	"D-arabinono-1,4-lactone oxidase (ALO) (EC 1.1.3.37) (L-galactono-gamma-lactone oxidase)"	alo1 SPAPB1A10.12c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	461	"52,028"		alo1	SPAPB1A10.12c	
P87244	ALP16_SCHPO	Spindle pole body component alp16 (Altered polarity protein 16)	alp16 SPCC4G3.19	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	759	"87,236"		alp16	SPCC4G3.19	
O13854	ADG2_SCHPO	Serine/threonine-rich protein adg2 (Meiotically up-regulated gene 46 protein)	adg2 mug46 SPAC19G12.16c SPAC23A1.01c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	670	"68,263"	mug46	adg2	SPAC19G12.16c SPAC23A1.01c	
Q9UTQ0	CCA1_SCHPO	tRNA nucleotidyltransferase cca1 (EC 2.7.7.-) (CC-adding enzyme cca1) (tRNA cytidyltransferase cca1)	cca1 SPAC1093.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	500	"57,553"		cca1	SPAC1093.04c	
O60058	AFG2_SCHPO	ATPase family gene 2 protein (EC 3.6.4.10)	afg2 SPBC56F2.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	809	"88,472"		afg2	SPBC56F2.07c	
Q9C0Y4	AGLU_SCHPO	Alpha-glucosidase (EC 3.2.1.20) (Maltase)	agl1 agl SPAPB24D3.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	969	"108,686"	agl	agl1	SPAPB24D3.10c	
O59790	ARK1_SCHPO	Serine/threonine-protein kinase ark1 (EC 2.7.11.1) (Aurora-related kinase 1)	ark1 sex1 SPCC320.13c SPCC330.16	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	355	"40,597"	sex1	ark1	SPCC320.13c SPCC330.16	
O74888	BXI1_SCHPO	Bax inhibitor 1 (BH3 domain-containing protein bxi1)	bxi1 ybh3 SPCC576.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	266	"30,402"	ybh3	bxi1	SPCC576.04	
Q9P7E8	APP1_SCHPO	Protein app1	app1 SPAPJ760.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	857	"91,138"		app1	SPAPJ760.02c	
O13739	CHMU_SCHPO	Chorismate mutase (CM) (EC 5.4.99.5)	aro7 SPAC16E8.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	251	"29,050"		aro7	SPAC16E8.04c	
P50525	APN1_SCHPO	Apurinic-apyrimidinic endonuclease 1 (AP endonuclease 1) (EC 3.1.21.-)	apn1 SPCC622.17	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	342	"38,657"		apn1	SPCC622.17	
Q09190	CDD_SCHPO	Putative cytidine deaminase (CDA) (EC 3.5.4.5) (Cytidine aminohydrolase)	pcd1 SPAC1556.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	133	"14,892"		pcd1	SPAC1556.04c	
P78753	ASNS_SCHPO	Probable asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) (Glutamine-dependent asparagine synthetase)	asn1 SPBC119.10	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	557	"63,241"		asn1	SPBC119.10	
Q9UT16	ATP12_SCHPO	"Protein atp12, mitochondrial"	atp12 SPAC9.12c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	291	"33,600"		atp12	SPAC9.12c	
O74431	ATC9_SCHPO	Probable cation-transporting ATPase C1672.11c (EC 7.2.2.-)	SPCC1672.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1315	"148,787"			SPCC1672.11c	
O42956	ART1_SCHPO	Arrestin family protein 1	art1 SPBC19G7.08c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	483	"53,711"		art1	SPBC19G7.08c	
O14261	ATG11_SCHPO	Taz1-interacting factor 1 (Protein taf1) (Autophagy-related protein 11) (Cytoplasm to vacuole targeting protein 9)	taf1 atg11 cvt9 SPAC7D4.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	926	"106,770"	atg11 cvt9	taf1	SPAC7D4.04	
Q9Y7L2	BIN3D_SCHPO	Probable RNA methyltransferase C2A9.10 (EC 2.1.1.-)	SPBC2A9.10	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	268	"30,485"			SPBC2A9.10	
O94313	CARB_SCHPO	"Carbamoyl-phosphate synthase arginine-specific large chain (EC 6.3.5.5) (Arginine-specific carbamoyl-phosphate synthetase, ammonia chain)"	arg4 SPBC215.08c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1160	"127,480"		arg4	SPBC215.08c	
Q9HGP5	CAPZB_SCHPO	F-actin-capping protein subunit beta	acp2 SPAC631.01c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	268	"29,845"		acp2	SPAC631.01c	
Q10425	EIF3B_SCHPO	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 90 kDa subunit homolog) (eIF3 p90) (Translation initiation factor eIF3 p90 subunit homolog) (spPrt1)	SPAC25G10.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	725	"84,035"			SPAC25G10.08	
O74976	FAT2_SCHPO	Oxalate--CoA ligase (EC 6.2.1.8) (Oxalyl-CoA synthetase) (Peroxisomal-coenzyme A synthetase)	pcs60 SPCC1827.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	512	"56,274"		pcs60	SPCC1827.03c	
O74842	FFT2_SCHPO	ATP-dependent helicase fft2 (EC 3.6.4.12) (Fun thirty-related protein 2)	fft2 SPCC1235.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1284	"143,667"		fft2	SPCC1235.05c	
Q4LB35	FOL1_SCHPO	"Folic acid synthesis protein fol1 [Includes: Dihydroneopterin aldolase (DHNA) (EC 4.1.2.25) (7,8-dihydroneopterin aldolase) (FASA) (FASB); 6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase (HPPK) (EC 2.7.6.3) (2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase) (PPPK) (FASC); Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase) (FASD)]"	fol1 SPBC1734.03 SPBC337.19	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	733	"81,926"		fol1	SPBC1734.03 SPBC337.19	
Q9UTP3	FTA6_SCHPO	Inner kinetochore subunit fta6 (Constitutive centromere-associated network protein fta6) (Sim4 complex subunit fta6) (Sim4-mal2-associated protein 6)	fta6 sma6 SPAC11H11.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	59	"6,739"	sma6	fta6	SPAC11H11.05c	
Q9UTG6	FMT_SCHPO	Putative methionyl-tRNA formyltransferase (EC 2.1.2.9)	fmt1 SPAC1805.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	340	"38,041"		fmt1	SPAC1805.09c	
O13782	FNTB_SCHPO	Protein farnesyltransferase subunit beta (FTase-beta) (EC 2.5.1.58) (CAAX farnesyltransferase subunit beta) (Ras proteins prenyltransferase subunit beta)	cpp1 SPAC17G6.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	382	"42,189"		cpp1	SPAC17G6.04c	
O74914	HSP31_SCHPO	Glutathione-independent glyoxalase hsp3101 (EC 4.2.1.130) (Glyoxalase 3 homolog 1) (Heat shock protein 31 homolog 1)	hsp3101 SPCC757.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	244	"26,743"		hsp3101	SPCC757.03c	
Q09675	HSP32_SCHPO	Glutathione-independent glyoxalase hsp3102 (EC 4.2.1.130) (Glyoxalase 3 homolog 2) (Heat shock protein 31 homolog 2)	hsp3102 SPAC5H10.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	240	"26,117"		hsp3102	SPAC5H10.02c	
O43084	HSP33_SCHPO	Probable glutathione-independent glyoxalase hsp3103 (EC 4.2.1.130) (Glyoxalase 3 homolog 3) (Heat shock protein 31 homolog 3)	hsp3103 SPBC947.09	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	261	"28,534"		hsp3103	SPBC947.09	
Q10092	HSP34_SCHPO	Probable glutathione-independent glyoxalase hsp3104 (EC 4.2.1.130) (Glyoxalase 3 homolog 4) (Heat shock protein 31 homolog 4)	hsp3104 SPAC11D3.13	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	222	"24,226"		hsp3104	SPAC11D3.13	
Q09918	HSP35_SCHPO	Putative glutathione-independent glyoxalase hsp3105 (EC 4.2.1.130) (Glyoxalase 3 homolog 5) (Heat shock protein 31 homolog 5)	hsp3105 SPAC1F7.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	251	"27,907"		hsp3105	SPAC1F7.06	
Q09864	HSP60_SCHPO	"Heat shock protein 60, mitochondrial (HSP60)"	hsp60 mcp60 SPAC12G12.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	582	"62,167"	mcp60	hsp60	SPAC12G12.04	
Q9P7P2	HOP1_SCHPO	Linear element-associated protein hop1 (Meiosis-specific protein hop1)	hop1 SPBC1718.02	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	528	"61,553"		hop1	SPBC1718.02	
Q10265	HSP71_SCHPO	Probable heat shock protein ssa1	ssa1 SPAC13G7.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	644	"70,143"		ssa1	SPAC13G7.02c	
Q9HGK2	HOP2_SCHPO	Homologous-pairing protein 2 (Meiotic expression up-regulated protein 13)	meu13 hop2 SPAC222.15 SPAC821.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	216	"24,672"	hop2	meu13	SPAC222.15 SPAC821.01	
O59855	HSP72_SCHPO	Probable heat shock protein ssa2	ssa2 SPCC1739.13	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	647	"70,233"		ssa2	SPCC1739.13	
O94483	HOS3_SCHPO	High osmolarity sensitivity protein 3	hos3 SPCC417.02	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	94	"10,381"		hos3	SPCC417.02	
O74402	HSP78_SCHPO	"Heat shock protein 78, mitochondrial"	hsp78 SPBC4F6.17c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	803	"90,154"		hsp78	SPBC4F6.17c	
Q9Y823	HOSM_SCHPO	"Homocitrate synthase, mitochondrial (HCS) (EC 2.3.3.14)"	lys4 SPBC1105.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	418	"46,293"		lys4	SPBC1105.02c	
O59838	HSP7F_SCHPO	Heat shock protein homolog pss1	pss1 ssp1 SPAC110.04c SPAP14E8.01c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	720	"80,375"	ssp1	pss1	SPAC110.04c SPAP14E8.01c	
P22774	HSP7M_SCHPO	"Iron-sulfur cluster biogenesis chaperone, mitochondrial (EC 3.6.4.10)"	ssc1 ssp1 SPAC664.11	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	674	"72,977"	ssp1	ssc1	SPAC664.11	
Q10251	IF2P_SCHPO	Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2)	SPAC56F8.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1079	"119,931"			SPAC56F8.03	
Q8WZK3	IBP1_SCHPO	Dual specificity phosphatase ibp1 (EC 3.1.3.48) (Cdc25-like phosphatase ibp1) (Itsy bitsy phosphatase 1)	ibp1 SPBC839.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	138	"15,778"		ibp1	SPBC839.07	
P36620	ILVB_SCHPO	"Acetolactate synthase, mitochondrial (EC 2.2.1.6) (AHAS) (ALS) (Acetohydroxy-acid synthase)"	ilv1 SPBP35G2.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	669	"73,194"		ilv1	SPBP35G2.07	
Q76PC7	IF3M_SCHPO	"Probable translation initiation factor, mitochondrial"	SPBC18E5.13	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	233	"27,042"			SPBC18E5.13	
Q9UTM0	IEC1_SCHPO	INO80 complex subunit 1	iec1 SPAC144.02	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	249	"28,348"		iec1	SPAC144.02	
O94704	IEC3_SCHPO	INO80 complex subunit 3	iec3 SPCC1259.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	168	"18,765"		iec3	SPCC1259.04	
B8Y7Y5	IEC5_SCHPO	INO80 complex subunit 5	iec5 SPAPB1E7.14	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	144	"16,897"		iec5	SPAPB1E7.14	
O14210	IES2_SCHPO	INO80 complex subunit 2	ies2 SPAC6B12.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	295	"33,536"		ies2	SPAC6B12.05c	
Q9P7S9	IES4_SCHPO	INO80 complex subunit 4	ies4 SPAC23G3.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	194	"21,142"		ies4	SPAC23G3.04	
Q9UTE8	IES6_SCHPO	Chromatin-remodeling complex subunit ies6	ies6 SPAC222.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	117	"13,476"		ies6	SPAC222.04c	
P55877	IF1A_SCHPO	Eukaryotic translation initiation factor 1A (eIF-1A) (Eukaryotic translation initiation factor 4C) (eIF-4C)	tif11 SPBC25H2.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	138	"15,678"		tif11	SPBC25H2.07	
O13777	ICLN_SCHPO	Splicing factor saf5	saf5 icln lot5 SPAC1610.01 SPAC17A5.17	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	217	"24,947"	icln lot5	saf5	SPAC1610.01 SPAC17A5.17	
Q10132	IDI1_SCHPO	Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerasee) (IPP isomerase)	idi1 SPBC106.15	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	229	"27,108"		idi1	SPBC106.15	
O13681	IINMP_SCHPO	Integral inner nuclear membrane protein ima1	IMA1 SPCC737.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	615	"70,434"		IMA1	SPCC737.03c	
Q10475	IF4G_SCHPO	Eukaryotic translation initiation factor 4 gamma (eIF-4-gamma) (eIF-4G)	tif471 SPAC17C9.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1403	"154,035"		tif471	SPAC17C9.03	
P56289	IF5A1_SCHPO	Eukaryotic translation initiation factor 5A-1 (eIF-5A-1)	tif51a tif51 SPAC26H5.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	157	"17,152"	tif51	tif51a	SPAC26H5.10c	
Q9UST4	IF5A2_SCHPO	Eukaryotic translation initiation factor 5A-2 (eIF-5A-2)	tif51b SPBC336.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	169	"18,563"		tif51b	SPBC336.10c	
P56286	IF2A_SCHPO	Eukaryotic translation initiation factor 2 subunit alpha (eIF-2-alpha)	tif211 SPAC3G9.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	306	"34,526"		tif211	SPAC3G9.09c	
O94281	CSK2C_SCHPO	Casein kinase II subunit beta-2 (CK II beta-2)	ckb2 SPBC2G5.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	254	"29,061"		ckb2	SPBC2G5.02c	
Q9P7Q1	DDH2_SCHPO	2-hydroxyacid dehydrogenase homolog 2 (EC 1.1.1.-)	SPAC186.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	332	"36,369"			SPAC186.02c	
P24782	DBP2_SCHPO	ATP-dependent RNA helicase dbp2 (EC 3.6.4.13) (p68-like protein)	dbp2 SPBP8B7.16c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	550	"61,548"		dbp2	SPBP8B7.16c	
O13851	DLP1_SCHPO	Decaprenyl-diphosphate synthase subunit 2 (EC 2.5.1.91) (All-trans-decaprenyl-diphosphate synthase subunit 2) (Decaprenyl pyrophosphate synthase subunit 2)	dlp1 SPAC19G12.12	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	294	"32,411"		dlp1	SPAC19G12.12	
O14023	ELP3_SCHPO	Elongator complex protein 3 (EC 2.3.1.-) (tRNA uridine(34) acetyltransferase)	elp3 SPAC29A4.20	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	544	"61,850"		elp3	SPAC29A4.20	
Q9P7Z3	EFM4_SCHPO	Protein-lysine N-methyltransferase efm4 (EC 2.1.1.-) (Elongation factor methyltransferase 4) (Secretion and early endocytosis protein 1 homolog)	see1 efm4 SPBC839.14c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	238	"27,011"	efm4	see1	SPBC839.14c	
O42866	FABG_SCHPO	3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase)	oar2 SPAC3G9.02	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	236	"25,601"		oar2	SPAC3G9.02	
O94720	FIL1_SCHPO	Transcription factor fil1 (GATA zinc finger domain-containing protein C1393.08) (GCN four induction-like protein) (General control transcription factor fil1)	fil1 SPCC1393.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	557	"60,352"		fil1	SPCC1393.08	
Q9UT36	GLO21_SCHPO	Probable hydroxyacylglutathione hydrolase C824.07 (EC 3.1.2.6) (Glyoxalase II) (Glx II)	SPAC824.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	256	"28,483"			SPAC824.07	
O94380	GPI16_SCHPO	GPI transamidase component PIG-T homolog	gpi16 SPBC1604.15	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	545	"62,065"		gpi16	SPBC1604.15	
